,name,rating,sub_region,year,price_DKK,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,cardinal_1,cardinal_2
1951,Madonna delle Grazie Brunello di Montalcino ,4.7,Brunello di Montalcino,2015,1854.69 ,42,333.0,0.491646,0.554933,0.102994,0.594741,Il Marroneto,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1952,Nobile di Montepulciano ,3.9,Vino Nobile di Montepulciano,2015,249 ,1590,1128.0,0.5151359999999999,0.5502239999999999,0.018181400000000004,0.636846,Salcheto,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1953,Mara Valpolicella Superiore Ripasso ,4.0,Valpolicella Ripasso,2015,96.09 ,1583,1414.0,0.635594,0.31851199999999996,0.24337299999999998,0.19259,Cesari,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
1954,Campo del Titari Amarone della Valpolicella Classico Riserva ,4.7,Amarone della Valpolicella Classico,2015,685.27 ,43,416.0,0.825,0.240652,0.513176,0.207517,Brunelli,bold,smooth,sweet,soft,Veneto,North,North-east
1955,Brunello di Montalcino ,4.4,Brunello di Montalcino,2015,419.35 ,77,959.0,0.434227,0.549248,0.05558019999999999,0.611148,Canalicchio di Sopra,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1956,Barbera d'Asti ,3.2,Barbera d'Asti,2015,33.61 ,1591,44.0,0.36105,0.230746,0.096374,0.551609,Giancarlo,light,smooth,dry,semi acidic,Piemonte,North,North-west
1957,Modus Toscana ,3.9,Toscana,2015,225.77 ,1582,2486.0,0.48559199999999997,0.39651800000000004,0.0398634,0.423134,Ruffino,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1958,Grande Corterosso Primitivo di Manduria ,3.9,Primitivo di Manduria,2015,69.95 ,1576,128.0,0.658673,0.205643,0.390392,0.06851800000000001,Sani,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
1959,Le Caggiole Vino Nobile di Montepulciano ,4.4,Vino Nobile di Montepulciano,2015,749.95 ,84,43.0,0.48115900000000006,0.564848,0.0,0.631936,Poliziano,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1960,Chianti Classico Vigneto Gran Selezione San Lorenzo ,4.2,Chianti Classico,2015,330.90 ,818,1449.0,0.42591700000000005,0.553685,0.028513999999999998,0.620194,Castello di Ama,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1961,Appassimento Organico Rosso ,3.8,Abruzzo,2015,110 ,1457,253.0,0.45567500000000005,0.363759,0.19117599999999998,0.395117,Passi-Reali,semi light,semi smooth,semi dry,semi soft,Abruzzo,East,East
1962,La Groletta Amarone della Valpolicella ,4.2,Amarone della Valpolicella,2015,238.35 ,1677,541.0,0.800887,0.221084,0.45889800000000003,0.217036,Corte Giara,bold,smooth,sweet,semi soft,Veneto,North,North-east
1963,Bolgheri Superiore ,4.2,Bolgheri Superiore,2015,461.81 ,1219,1012.0,0.6292230000000001,0.641467,0.0659914,0.523563,Grattamacco,semi bold,tannic,dry,semi acidic,Toscana,North,North-west
1964, Vites ,3.7,Piemonte,2015,65 ,1692,286.0,0.531337,0.34041600000000005,0.196425,0.30115699999999995,Miliasso,semi bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
1965,Rafaèl Valpolicella Classico Superiore ,3.8,Valpolicella Classico,2015,139 ,1682,1450.0,0.412249,0.258937,0.14338599999999999,0.524678,Tommasi,semi light,smooth,dry,semi acidic,Veneto,North,North-east
1966,Primitivo I Muri ,3.8,Puglia,2015,47.81 ,1681,1174.0,0.635026,0.19377,0.39454700000000004,0.10758100000000001,Vigneti del Salento,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
1967,Brunello di Montalcino ,4.4,Toscana,2015,584.71 ,93,1052.0,0.441804,0.558434,0.0355644,0.639783,Fuligni,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1968,Montepulciano d'Abruzzo ,3.7,Montepulciano d'Abruzzo,2015,110 ,1675,212.0,0.30355,0.335501,0.001872799999999999,0.611671,Caldora,light,semi smooth,dry,semi acidic,Abruzzo,East,East
1969,Bolgheri Rosso ,3.9,Bolgheri,2015,163.87 ,1675,1223.0,0.624598,0.632136,0.051456499999999995,0.5195219999999999,Le Macchiole,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
1970,I Tre Borri Toscana Rosso ,4.3,Toscana,2015,219.14 ,135,55.0,0.469515,0.450199,0.0,0.40279899999999996,Corzano e Paterno,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1971,Bolgheri Superiore ,4.6,Bolgheri Superiore,2015,2160.08 ,1574,4669.0,0.618908,0.6231570000000001,0.10494999999999999,0.514656,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
1972,Rosso di Toscana ,3.5,Toscana,2015,57.75 ,1639,192.0,0.424273,0.385799,0.08218400000000001,0.409595,Piccini,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1973,Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2015,238.35 ,1668,1038.0,0.825,0.183365,0.45768300000000006,0.21460100000000001,Farina,bold,smooth,sweet,semi soft,Veneto,North,North-east
1974,Chianti Classico ,3.6,Chianti Classico,2015,103.62 ,1661,1068.0,0.40781100000000003,0.5520109999999999,0.0,0.641406,Castello di Gabbiano,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1975,Ué Pàssula Primitivo di Manduria ,4.3,Primitivo di Manduria,2015,141.15 ,149,61.0,0.612047,0.148715,0.370537,0.05531310000000001,Vinosia,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
1976,Terra di Monteverro Toscana ,4.3,Toscana,2015,238.80 ,154,380.0,0.49317900000000003,0.39718899999999996,0.120729,0.420342,Monteverro,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1977,Lagone Toscana ,3.8,Toscana,2015,88.95 ,1654,1082.0,0.46536700000000003,0.40639400000000003,0.029989400000000003,0.42226199999999997,Aia Vecchia,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1978,Brunello di Montalcino ,4.3,Brunello di Montalcino,2015,460 ,176,732.0,0.472156,0.580994,0.021705199999999997,0.62337,Caprili,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1979,Rosso ,3.5,Terre Siciliane,2015,53.97 ,1646,620.0,0.7108530000000001,0.371694,0.25937699999999997,0.284766,Corvo,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
1980,Mio Silenzio Grande Edizione ,3.8,Toscana,2015,135 ,444,79.0,0.49384700000000004,0.32791400000000004,0.20045000000000002,0.333675,Ponte Lungo,semi light,semi smooth,semi dry,semi soft,Toscana,North,North-west
1981,Barolo ,4.2,Barolo,2015,416.04 ,645,888.0,0.585512,0.716435,0.013517099999999997,0.811922,Ceretto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1982,Barolo Ravera ,4.4,Barolo,2015,1177.62 ,73,140.0,0.599641,0.7336,0.0,0.8069679999999999,Vietti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1983,Shiraz Lazio Rosso ,3.7,Lazio,2015,58.84 ,1564,372.0,0.45356900000000006,0.35002099999999997,0.090885,0.412824,Casale del Giglio,semi light,semi smooth,dry,semi soft,Lazio,West,West
1984,Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico ,4.2,Amarone della Valpolicella Classico,2015,318.80 ,432,1475.0,0.8057500000000001,0.219111,0.449617,0.21932500000000002,Speri,bold,smooth,sweet,semi soft,Veneto,North,North-east
1985,Carmignano Riserva ,4.2,Carmignano,2015,339.50 ,444,386.0,0.517053,0.346978,0.07878,0.423528,Piaggia,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1986,Dimezzo ,4.4,Colli Berici,2015,225 ,37,20.0,0.6946049999999999,0.484553,0.0201842,0.191368,Punto Zero,bold,semi tannic,dry,soft,Veneto,North,North-east
1987,Tenuta Tignanello 'Solaia' ,4.7,Toscana,2015,2538.20 ,1158,3044.0,0.496492,0.386851,0.12366400000000001,0.41828000000000004,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1988,Barolo ,3.9,Barolo,2015,357.53 ,1486,406.0,0.571867,0.7339289999999999,0.0,0.7935490000000001,Giacosa Fratelli,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1989,Brunello di Montalcino  Montosoli ,4.4,Brunello di Montalcino,2015,530.71 ,53,911.0,0.45150199999999996,0.552254,0.03674259999999999,0.631425,Altesino,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1990,Madonna delle Grazie Brunello di Montalcino ,4.7,Brunello di Montalcino,2015,1854.69 ,42,333.0,0.491646,0.554933,0.102994,0.594741,Il Marroneto,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1991,Prima Pietra ,4.2,Toscana,2015,449.95 ,430,344.0,0.5350820000000001,0.38628700000000005,0.0661542,0.432087,Tenuta Prima Pietra,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
1992,Eneo Toscana ,4.2,Toscana,2015,297.20 ,423,501.0,0.51135,0.44896500000000006,0.0743455,0.44671900000000003,Montepeloso,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1993,Podere Cariano Amarone della Valpolicella Classico ,4.4,Amarone della Valpolicella,2015,239 ,82,29.0,0.825,0.197525,0.435591,0.166022,Le Bertarole,bold,smooth,semi sweet,soft,Veneto,North,North-east
1994,Barolo del Comune di Serralunga d'Alba ,4.2,Barolo,2015,459 ,617,722.0,0.6182380000000001,0.742379,0.0,0.822511,Rivetto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1995,Habemus Lazio Rosso (White Label) ,4.5,Lazio,2015,376.65 ,448,177.0,0.513329,0.385531,0.10359299999999999,0.43251399999999995,San Giovenale,semi light,semi smooth,dry,semi acidic,Lazio,West,West
1996,Campo del Titari Amarone della Valpolicella Classico Riserva ,4.7,Amarone della Valpolicella Classico,2015,685.27 ,43,416.0,0.825,0.240652,0.513176,0.207517,Brunelli,bold,smooth,sweet,soft,Veneto,North,North-east
1997,Amarone della Valpolicella Classico ,4.7,Amarone della Valpolicella Classico,2015,1969.27 ,41,199.0,0.825,0.170944,0.517639,0.183023,Giusti,bold,smooth,sweet,soft,Veneto,North,North-east
1998,Montebruna Barbera d'Asti ,3.8,Barbera d'Asti,2015,108.71 ,1467,939.0,0.548655,0.21180700000000002,0.06053180000000001,0.631451,Braida,semi bold,smooth,dry,acidic,Piemonte,North,North-west
1999,Le Pergole Torte ,4.5,Toscana,2015,2718.72 ,458,967.0,0.440931,0.40147,0.0525628,0.47005699999999995,Montevertine,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2000,Terre Siciliane Rosso ,3.2,Terre Siciliane,2015,540 ,59,19.0,0.7442759999999999,0.291875,0.239178,0.12023,Jamie's Italian,bold,semi smooth,semi dry,soft,Sicilia,South,South
2001,Nero D'Avola - Frappato Sicilia SP ,3.7,Terre Siciliane,2015,115.45 ,1461,1670.0,0.739642,0.40234499999999995,0.214939,0.34612699999999996,Occhipinti,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
2002,Chianti Classico ,3.8,Chianti Classico,2015,199 ,1461,1060.0,0.428247,0.550238,0.0364288,0.621772,Volpaia,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2003,Vino Nobile di Montepulciano Riserva ,4.1,Vino Nobile di Montepulciano,2015,157.79 ,1503,2427.0,0.525038,0.5456300000000001,0.003517600000000001,0.623014,Carpineto,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2004,Es Riserva ,4.4,Primitivo di Manduria,2015,999 ,60,26.0,0.825,0.389226,0.284808,0.272145,Gianfranco Fino,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
2005,Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2015,208.56 ,1747,852.0,0.825,0.26170899999999997,0.43953699999999996,0.240044,Domini Veneti,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
2006,Bolgheri Il Seggio ,4.1,Bolgheri,2015,133.33 ,1494,1012.0,0.6439879999999999,0.64318,0.0643694,0.520417,Poggio Al Tesoro,semi bold,tannic,dry,semi acidic,Toscana,North,North-west
2007,Casalferro Toscana ,4.2,Toscana,2015,351.08 ,598,768.0,0.45797899999999997,0.35841999999999996,0.075238,0.440045,Ricasoli,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2008,Primitivo Salento ,4.3,Salento,2015,129 ,1559,471.0,0.660234,0.18966999999999998,0.435706,0.061463199999999996,Rinforzo,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
2009,Bibbona ,4.5,Toscana,2015,1080.04 ,300,597.0,0.5240319999999999,0.396393,0.077196,0.425511,Biserno,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2010,Chianti Riserva ,3.6,Chianti,2015,60.54 ,1577,189.0,0.41185000000000005,0.47206499999999996,0.127399,0.556277,Castellani,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2011,Barolo Bussia Cicala ,4.4,Barolo,2015,1250 ,67,456.0,0.6181610000000001,0.740522,0.0680685,0.786802,Aldo Conterno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2012,Vino Nobile di Montepulciano Costa Grande ,4.4,Vino Nobile di Montepulciano,2015,327.74 ,66,38.0,0.561887,0.571615,0.0037451999999999997,0.617724,Boscarelli,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
2013,Rosso di Montalcino Leopoldo Franceschi ,3.8,Rosso di Montalcino,2015,159.77 ,1532,1046.0,0.426417,0.402273,0.0051579,0.46765500000000004,Tenuta Il Poggione,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2014,Etna Rosso ,3.9,Etna,2015,149 ,1527,2064.0,0.7425459999999999,0.43115299999999995,0.21621500000000002,0.31544000000000005,Tenuta delle Terre Nere,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
2015,Asinone Vino Nobile di Montepulciano ,4.3,Vino Nobile di Montepulciano,2015,238.80 ,683,1036.0,0.534645,0.568369,0.07074799999999999,0.633495,Poliziano,semi bold,semi tannic,dry,acidic,Toscana,North,North-west
2016,Giusto di Notri Toscana ,4.2,Toscana,2015,428.33 ,512,1049.0,0.5166499999999999,0.419907,0.08684000000000001,0.42758,Tua Rita,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2017,Il Pino di Biserno ,4.3,Toscana,2015,308.27 ,1517,1235.0,0.521432,0.403253,0.14005700000000001,0.41092599999999996,Biserno,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2018,Le Maestrelle Toscana ,3.7,Toscana,2015,109 ,1511,410.0,0.448483,0.357352,0.0499948,0.38555300000000003,Santa Cristina,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2019,Poggio Al Tufo Rompicollo ,3.8,Maremma Toscana,2015,135 ,1510,1254.0,0.428465,0.34204799999999996,0.0540233,0.418939,Tommasi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2020,Brunate Barolo ,4.4,Barolo,2015,4078.79 ,63,121.0,0.575856,0.720124,0.123704,0.794777,Giuseppe Rinaldi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2021,Elegia Primitivo di Manduria Riserva ,4.3,Primitivo di Manduria,2015,199 ,854,282.0,0.651633,0.252737,0.43048499999999995,0.13205,Produttori Vini Manduria,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
2022,Vendemmia d'Artista Il Carisma ,4.5,Bolgheri Superiore,2015,1264.85 ,361,57.0,0.57235,0.553952,0.0,0.461736,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
2023,Valpolicella Ripasso ,3.7,Valpolicella Ripasso,2015,120.78 ,1493,672.0,0.595198,0.36317,0.24165099999999998,0.243586,Bertani,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
2024,Amarone della Valpolicella Classico ,4.2,Amarone della Valpolicella Classico,2015,163.12 ,1274,1184.0,0.825,0.205918,0.45076,0.201891,Campagnola,bold,smooth,sweet,soft,Veneto,North,North-east
2025,Questo Dedicato a ,3.6,Toscana,2015,99 ,117,33.0,0.44107100000000005,0.421201,0.0,0.37961,Brancatelli,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2026,F Negroamaro ,4.4,Salento,2015,151.05 ,1704,1001.0,0.825,0.368127,0.36471,0.203511,San Marzano,bold,semi smooth,semi sweet,soft,Puglia,East,South-east
2027,Chianti Riserva ,4.0,Chianti,2015,99 ,86,43.0,0.433861,0.571115,0.079316,0.579569,Il Palazzo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2028,Ornato Barolo ,4.2,Barolo,2015,999 ,117,784.0,0.607535,0.7579699999999999,0.04640589999999999,0.825,Pio Cesare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2029,Yemula Sangiovese - Merlot ,4.0,Emilia,2015,239 ,118,97.0,0.478645,0.383538,0.024001,0.43666699999999997,Umberto Cesari,semi light,semi smooth,dry,semi acidic,Emilia Romagna,North,North
2030,Barolo ,4.6,Barolo,2015,1600 ,78,682.0,0.558255,0.758365,0.0669153,0.796671,Bartolo Mascarello,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2031,Vigne di Montornello Chianti Classico Gran Selezione ,4.0,Chianti Classico,2015,185 ,111,69.0,0.504165,0.5768220000000001,0.0596407,0.6365179999999999,Bibbiano,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2032,Primitivo di Manduria ,4.0,Primitivo di Manduria,2015,105 ,1119,325.0,0.637868,0.19959,0.4071,0.095638,Masseria Pietrosa,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
2033,Musso ,3.8,Veneto,2015,198 ,87,31.0,0.579784,0.489358,0.035277,0.360426,Vignaioli Contrà Soarda,semi bold,semi tannic,dry,semi soft,Veneto,North,North-east
2034,Barolo ,4.2,Barolo,2015,599 ,145,742.0,0.614209,0.756722,0.07526,0.7959499999999999,Elio Altare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2035,La Court Barbera d'Asti Nizza Riserva ,4.2,Barbera d'Asti,2015,399 ,180,316.0,0.527941,0.18227900000000002,0.029838199999999995,0.622652,Michele Chiarlo,semi light,smooth,dry,acidic,Piemonte,North,North-west
2036,Primitivo ,3.5,Puglia,2015,94.95 ,1110,365.0,0.612967,0.183174,0.379173,0.088957,A Mano,semi bold,smooth,semi sweet,soft,Puglia,East,South-east
2037,Barolo ,3.9,Barolo,2015,143.35 ,1154,545.0,0.553357,0.692545,0.0011529000000000034,0.791674,Enzo Bartoli,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2038,Rosso ,3.3,Terre Siciliane,2015,24.22 ,1112,44.0,0.563743,0.378004,0.281477,0.25133000000000005,Torre Scalza,semi bold,semi smooth,semi dry,semi soft,Sicilia,South,South
2039,Primitivo ,3.5,Puglia,2015,42.38 ,1110,242.0,0.489152,0.234217,0.316199,0.255695,Marchesi del Salento,semi light,smooth,semi sweet,semi soft,Puglia,East,South-east
2040,Bolgheri Rosso ,3.9,Bolgheri,2015,126.63 ,1107,564.0,0.647434,0.605491,0.081446,0.484657,Tenuta Campo al Mare,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
2041,Sasyr Sangiovese - Syrah Toscana ,3.9,Toscana,2015,89.38 ,1102,670.0,0.425019,0.31128300000000003,0.041638600000000005,0.409575,Rocca delle Macìe,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2042,Altero Brunello di Montalcino ,4.4,Brunello di Montalcino,2015,699 ,37,747.0,0.46996099999999996,0.531905,0.04454839999999999,0.613013,Poggio Antico,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
2043,Toscana ,4.7,Toscana,2015,8499 ,302,1102.0,0.532506,0.433604,0.151432,0.435755,Masseto,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
2044,Terlé Barbera d'Alba ,4.0,Barbera d'Alba,2015,189 ,33,18.0,0.506424,0.21218199999999998,0.0,0.5325759999999999,Ronchi,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
2045,Syrah ,4.0,Toscana,2015,119 ,25,13.0,0.499382,0.309101,0.0,0.36611,Il Palazzo,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2046,Il Torriano Gran Selezione Chianti Classico ,4.6,Chianti Classico,2015,390.62 ,75,17.0,0.540566,0.618711,0.0,0.699371,La Sala,semi bold,semi tannic,dry,acidic,Toscana,North,North-west
2047,Valle delle Stelle ,4.0,Toscana,2015,129 ,166,156.0,0.452416,0.34285200000000005,0.0,0.409589,Brancatelli,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
2048,Lodovico ,4.6,Toscana,2015,3091.15 ,273,280.0,0.555508,0.38469499999999995,0.12023,0.40125900000000003,Biserno,semi bold,semi smooth,dry,semi soft,Toscana,North,North-west
2049,Darmagi Langhe ,4.4,Langhe,2015,1451.80 ,40,421.0,0.6562100000000001,0.427751,0.151451,0.244873,Gaja,semi bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
2050,Chianti Riserva ,3.7,Chianti,2015,57.84 ,1168,584.0,0.417349,0.524411,0.0,0.6213110000000001,Melini,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2051,Nero d'Avola ,3.4,Terre Siciliane,2015,56.26 ,1145,44.0,0.689629,0.441246,0.26370899999999997,0.321743,Campo di Marzo,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
2052,Messorio ,4.6,Toscana,2015,2000 ,270,774.0,0.519799,0.400601,0.12849,0.422092,Le Macchiole,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2053,Briccotondo Barbera ,3.6,Piemonte,2015,81.60 ,1144,1357.0,0.51758,0.185249,0.033168699999999995,0.610322,Fontanafredda,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
2054,Barbera d'Alba ,4.0,Barbera d'Alba,2015,195 ,1144,1074.0,0.516309,0.20495000000000002,0.046612100000000004,0.638746,G.D. Vajra,semi light,smooth,dry,acidic,Piemonte,North,North-west
2055,Amore e Magia Brunello di Montalcino ,4.6,Brunello di Montalcino,2015,520 ,64,18.0,0.5077320000000001,0.591639,0.07628399999999999,0.646489,Podere le Ripi,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2056,TreGrande Rosso ,3.7,Puglia,2015,75 ,201,23.0,0.825,0.339063,0.44776400000000005,0.129567,Tenute Quattro Conti,bold,semi smooth,sweet,soft,Puglia,East,South-east
2057,Sorì San Lorenzo ,4.6,Langhe,2015,3995 ,61,519.0,0.605573,0.7788679999999999,0.082209,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2058,Nero d'Avola ,3.8,Sicilia,2015,119 ,1141,588.0,0.825,0.375643,0.270129,0.21076,Morgante,bold,semi smooth,semi dry,soft,Sicilia,South,South
2059,Ampio ,4.6,Toscana,2015,1774.31 ,71,10.0,0.544739,0.445336,0.0,0.445448,Le Mortelle,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
2060,I Pini ,3.8,Toscana,2015,249 ,32,87.0,0.500159,0.40165799999999996,0.0406032,0.43775,Fattoria di Basciano,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2061,Marne  Amarone della Valpolicella ,4.3,Amarone della Valpolicella,2015,330.79 ,1140,460.0,0.825,0.225942,0.459916,0.216217,Tedeschi,bold,smooth,sweet,semi soft,Veneto,North,North-east
2062,Lumà Nero d'Avola ,4.0,Terre Siciliane,2015,89 ,1132,387.0,0.762636,0.348958,0.293858,0.254331,Cellaro,bold,semi smooth,semi sweet,semi soft,Sicilia,South,South
2063,Il Bricco Barbaresco ,4.2,Barbaresco,2015,999 ,55,402.0,0.58816,0.665042,0.045343800000000004,0.825,Pio Cesare,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2064,Sherazade Nero d'Avola ,3.7,Terre Siciliane,2015,66.74 ,1131,652.0,0.770303,0.37067900000000004,0.227609,0.27880299999999997,Donnafugata,bold,semi smooth,semi dry,semi soft,Sicilia,South,South
2065,Montepulciano d'Abruzzo ,4.0,Montepulciano d'Abruzzo,2015,169 ,290,144.0,0.378129,0.38703899999999997,0.030876599999999997,0.618599,Azienda Agricola Nicola di Sipio,light,semi smooth,dry,semi acidic,Abruzzo,East,East
2066,Senes Cannonau de Sardegna Riserva ,4.0,Cannonau di Sardegna,2015,149 ,219,146.0,0.628501,0.413195,0.0230459,0.42301,Argiolas,semi bold,semi smooth,dry,semi acidic,Sardegna,West,West
2067,Montefalco Rosso ,4.0,Montefalco,2015,209 ,208,153.0,0.514518,0.483533,0.0038470000000000006,0.42801900000000004,Fattoria Colleallodole Milziade Antano,semi light,semi tannic,dry,semi acidic,Umbria,Central,Central
2068,Sassoalloro ,3.9,Toscana,2015,199 ,3559,935.0,0.469551,0.389058,0.047804,0.434943,Jacopo Biondi-Santi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2069,Turriga Isola dei Nuraghi ,4.5,Isola dei Nuraghi,2015,550 ,574,990.0,0.822483,0.41943199999999997,0.262245,0.25316500000000003,Argiolas,bold,semi smooth,semi dry,semi soft,Sardegna,West,West
2070,Maremma Toscana Ornello ,3.9,Maremma Toscana,2015,189 ,649,424.0,0.491703,0.410505,0.076403,0.427018,Rocca di Frassinello,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
2071,Tanca Farra Alghero ,3.8,Alghero,2015,199 ,364,438.0,0.7884310000000001,0.403774,0.20906199999999997,0.248018,Sella & Mosca,bold,semi smooth,semi dry,semi soft,Sardegna,West,West
2072,Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2015,300 ,263,364.0,0.825,0.24838000000000002,0.449257,0.22425799999999999,Begali Lorenzo,bold,smooth,sweet,semi soft,Veneto,North,North-east
2073,Sperss Langhe ,4.4,Langhe,2015,2242.30 ,37,1127.0,0.618381,0.749755,0.0596257,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2074,Le Nicchie Barbera d'Asti Superiore Nizza ,3.9,Barbera d'Asti,2015,199 ,61,51.0,0.511379,0.237697,0.0,0.594114,La Gironda,semi light,smooth,dry,semi acidic,Piemonte,North,North-west
2075,Brunello di Montalcino ,4.3,Brunello di Montalcino,2015,460 ,176,732.0,0.472156,0.580994,0.021705199999999997,0.62337,Caprili,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2076,Rocche di Castiglione Barolo ,4.3,Barolo,2015,599 ,142,232.0,0.608098,0.702742,0.028602800000000005,0.7964669999999999,Brovia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2077,Castello Fonterutoli Chianti Classico Gran Selezione ,4.2,Chianti Classico,2015,409 ,905,1294.0,0.45275,0.5409539999999999,0.0542067,0.6233660000000001,Mazzei,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2078,Castel del Monte Trentangeli Rosso ,3.8,Castel del Monte,2015,169 ,713,491.0,0.801952,0.42465400000000003,0.24282299999999998,0.269235,Tormaresca,bold,semi smooth,semi dry,semi soft,Puglia,East,South-east
2079,Barolo Marenca ,4.3,Barolo,2015,479 ,132,382.0,0.638652,0.793256,0.099142,0.812103,Pira Luigi,semi bold,tannic,dry,acidic,Piemonte,North,North-west
2080,Brunello di Montalcino ,4.3,Brunello di Montalcino,2015,649 ,98,663.0,0.424616,0.548204,0.0636358,0.629335,Il Marroneto,semi light,semi tannic,dry,acidic,Toscana,North,North-west
2081,Brunello di Montalcino ,4.5,Brunello di Montalcino,2015,339 ,64,395.0,0.45612499999999995,0.531785,0.060131100000000014,0.6160720000000001,Verbena,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
