,name,rating,sub_region,year,price_DKK,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,cardinal_1,cardinal_2
5139,Bolgheri Superiore ,4.3,Bolgheri Superiore,2010,275.60 ,804,1012.0,0.6292230000000001,0.641467,0.0659914,0.523563,Grattamacco,semi bold,tannic,dry,semi acidic,Toscana,North,North-west
5140,Palazzo della Torre ,3.9,Verona,2010,145 ,5093,6388.0,0.6390680000000001,0.358741,0.15669899999999998,0.226657,Allegrini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
5141,Brunello di Montalcino ,4.5,Brunello di Montalcino,2010,476.26 ,62,14.0,0.409615,0.49192300000000005,0.0,0.639519,Torre Guelfa,semi light,semi tannic,dry,acidic,Toscana,North,North-west
5142,Sisifo Aglianico ,4.7,Paestum,2010,603 ,38,14.0,0.818759,0.435927,0.23938800000000002,0.19389900000000002,Viticoltori de Conciliis,bold,semi smooth,semi dry,soft,Campania,South,South-west
5143,Barolo Vigneto Brunate ,4.5,Barolo,2010,424.05 ,64,87.0,0.609362,0.763423,0.008562199999999996,0.816373,Andrea Oberto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5144,Ripassa Valpolicella Ripasso Superiore ,4.0,Valpolicella Ripasso,2010,399 ,5503,5967.0,0.6471169999999999,0.325355,0.271105,0.193336,Zenato,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
5145,Brunello di Montalcino ,4.2,Brunello di Montalcino,2010,375 ,6595,5599.0,0.445594,0.517716,0.0137488,0.600594,Banfi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5146,Villa Antinori Rosso ,3.8,Toscana,2010,139 ,6720,6444.0,0.450276,0.36861999999999995,0.03735,0.43013399999999996,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
5147,Brunello di Montalcino ,4.7,Brunello di Montalcino,2010,2249.48 ,35,124.0,0.46232300000000004,0.5268229999999999,0.014429199999999996,0.6096889999999999,Giodo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5148,Marina Cvetic Montepulciano d'Abruzzo Riserva ,4.1,Montepulciano d'Abruzzo,2010,132.92 ,1554,1756.0,0.387755,0.417271,0.03741169999999999,0.631847,Masciarelli,semi light,semi smooth,dry,acidic,Abruzzo,East,East
5149,Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2010,808.17 ,557,1041.0,0.825,0.21439699999999998,0.497226,0.19451999999999997,Bussola,bold,smooth,sweet,soft,Veneto,North,North-east
5150,Brunello di Montalcino ,4.3,Brunello di Montalcino,2010,541.85 ,5054,4908.0,0.455963,0.544083,0.043973000000000005,0.615043,Tenuta CastelGiocondo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5151,Opere di San Pietro Amarone ,4.4,Amarone della Valpolicella,2010,400.58 ,51,20.0,0.7445959999999999,0.269162,0.453278,0.27443100000000004,Villa Girardi,bold,smooth,sweet,semi soft,Veneto,North,North-east
5152,Montefalco Sagrantino ,3.8,Montefalco Sagrantino,2010,300.70 ,1338,877.0,0.508405,0.459934,0.0387855,0.428868,Còlpetrone,semi light,semi tannic,dry,semi acidic,Umbria,Central,Central
5153,La Court Barbera d'Asti Nizza Riserva ,3.9,Barbera d'Asti,2010,399 ,163,316.0,0.527941,0.18227900000000002,0.029838199999999995,0.622652,Michele Chiarlo,semi light,smooth,dry,acidic,Piemonte,North,North-west
5154,Amarone della Valpolicella ,4.5,Amarone della Valpolicella,2010,499 ,185,103.0,0.8202280000000001,0.212099,0.48259500000000005,0.218662,Massimago,bold,smooth,sweet,semi soft,Veneto,North,North-east
5155,Memoro Rosso ,3.8,Toscana,2010,165 ,4794,2969.0,0.449673,0.351825,0.121339,0.398903,Piccini,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
5156,Guido Rosso del Veneto ,4.5,Veneto,2010,416.30 ,67,24.0,0.658405,0.485226,0.218807,0.343982,Manara,semi bold,semi tannic,semi dry,semi soft,Veneto,North,North-east
5157,Barolo Cannubi Boschis ,4.3,Barolo,2010,1200 ,147,753.0,0.610521,0.731073,0.10219000000000002,0.778308,Sandrone,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5158,Paolo e Carlo Primitivo di Manduria Riserva Sessantasei  ,4.1,Primitivo di Manduria,2010,179 ,562,300.0,0.66008,0.18454399999999999,0.466803,0.11223100000000001,Conte di Campiano,semi bold,smooth,sweet,soft,Puglia,East,South-east
5159,Sassicaia ,4.6,Bolgheri Sassicaia,2010,2990.97 ,5478,7839.0,0.593765,0.623046,0.083157,0.5236930000000001,Tenuta San Guido,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
5160,Sassoalloro ,4.0,Toscana,2010,199 ,4416,934.0,0.469546,0.38905500000000004,0.0478008,0.434942,Jacopo Biondi-Santi,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
5161,Nectar Costasera Amarone della Valpolicella Classico ,3.8,Amarone della Valpolicella Classico,2010,75 ,4329,1143.0,0.825,0.181557,0.476755,0.18093800000000002,Masi,bold,smooth,sweet,soft,Veneto,North,North-east
5162,Bolgheri Superiore ,4.6,Bolgheri Superiore,2010,2137.36 ,2081,4669.0,0.618908,0.6231570000000001,0.10494999999999999,0.514656,Ornellaia,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
5163,Tenuta Nuova Brunello di Montalcino ,4.6,Brunello di Montalcino,2010,1191.77 ,1717,3071.0,0.478675,0.548242,0.099411,0.6099100000000001,Casanova di Neri,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5164,Campofiorin Rosso Veronese ,3.7,Rosso Veronese,2010,85.66 ,4214,4766.0,0.6226619999999999,0.35336799999999996,0.158102,0.235547,Masi,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
5165,Brunello di Montalcino V.V. ,4.5,Brunello di Montalcino,2010,1042.80 ,41,60.0,0.428971,0.568446,0.0338803,0.602814,Le Ragnaie,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5166,Suolo ,4.3,Toscana,2010,400 ,119,113.0,0.502289,0.436615,0.0087486,0.44000300000000003,Argiano,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
5167,La Serra Barolo ,4.4,Barolo,2010,1452.47 ,51,96.0,0.647429,0.821096,0.19406500000000002,0.825,Voerzio Alberto,semi bold,tannic,semi dry,acidic,Piemonte,North,North-west
5168,Ginestra Riserva Barolo ,4.5,Barolo,2010,685.27 ,53,65.0,0.825,0.218855,0.537246,0.229465,Tenuta Sant'Antonio,bold,smooth,sweet,semi soft,Piemonte,North,North-west
5169,Vigna Camparol Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2010,125.53 ,55,50.0,0.7237560000000001,0.255195,0.441413,0.21167100000000003,Fratelli Giuliari,bold,smooth,sweet,soft,Veneto,North,North-east
5170,Brunello di Montalcino ,4.5,Brunello di Montalcino,2010,702.90 ,55,171.0,0.41409199999999996,0.507838,0.090242,0.630301,Sesti,semi light,semi tannic,dry,acidic,Toscana,North,North-west
5171,Gabbro Toscana ,4.4,Toscana,2010,998.11 ,74,185.0,0.549595,0.44481499999999996,0.163872,0.416883,Montepeloso,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
5172,Barrua ,4.2,Isola dei Nuraghi,2010,299 ,1352,1461.0,0.8019,0.385467,0.275519,0.249998,Punica,bold,semi smooth,semi dry,semi soft,Sardegna,West,West
5173,Brunello di Montalcino Poggio Al Granchio ,4.3,Brunello di Montalcino,2010,387.33 ,235,95.0,0.522285,0.541687,0.054324199999999996,0.616002,Val di Suga,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5174,Lupicaia ,4.3,Toscana,2010,696.66 ,240,395.0,0.52763,0.410231,0.101076,0.426617,Castello del Terriccio,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
5175,Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2010,873.72 ,1415,1475.0,0.8057500000000001,0.219111,0.449617,0.21932500000000002,Speri,bold,smooth,sweet,semi soft,Veneto,North,North-east
5176,Barolo ,4.5,Barolo,2010,1245 ,57,107.0,0.825,0.218538,0.428361,0.252683,Fasoli Gino,bold,smooth,semi sweet,semi soft,Piemonte,North,North-west
5177,Sassicaia ,4.6,Bolgheri Sassicaia,2010,2990.97 ,5479,7841.0,0.593748,0.6230450000000001,0.08316499999999999,0.5236930000000001,Tenuta San Guido,semi bold,semi tannic,dry,semi acidic,Toscana,North,North-west
5178,Vino Nobile di Montepulciano ,3.8,Vino Nobile di Montepulciano,2010,300.70 ,1220,1891.0,0.522466,0.514256,0.031135199999999995,0.603681,La Braccesca,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5179,Conteisa Langhe ,4.7,Langhe,2010,1849 ,72,356.0,0.60058,0.38274,0.17748799999999998,0.24555999999999997,Gaja,semi bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
5180,Vigna Grande Cerzito Taurasi Riserva ,4.5,Taurasi,2010,484.16 ,52,471.0,0.586294,0.7456189999999999,0.076494,0.817612,E. Pira & Figli,semi bold,tannic,dry,acidic,Campania,South,South-west
5181,Barolo Marcenasco ,4.2,Barolo,2010,350 ,1355,2822.0,0.612989,0.7371500000000001,0.0337678,0.789042,Renato Ratti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5182,Barolo Conca ,4.3,Barolo,2010,580.99 ,260,290.0,0.623163,0.728003,0.068009,0.7852330000000001,Renato Ratti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5183,Alteo Amarone della Valpolicella ,4.5,Amarone della Valpolicella,2010,243.70 ,59,16.0,0.713905,0.33767600000000003,0.38079700000000005,0.262743,Lo Triolet,bold,semi smooth,semi sweet,semi soft,Veneto,North,North-east
5184,Brunello di Montalcino ,4.7,Brunello di Montalcino,2010,790.46 ,59,54.0,0.392034,0.529279,0.0690147,0.572995,Nostravita,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5185,Barolo Riserva Villero ,4.5,Barolo,2010,3695 ,32,120.0,0.647996,0.812616,0.119904,0.825,Vietti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5186,Copertino Riserva Divoto Rosso ,4.1,Copertino,2010,210 ,139,152.0,0.825,0.377073,0.35145899999999997,0.238825,Apollonio,bold,semi smooth,semi sweet,semi soft,Puglia,East,South-east
5187,Costasera Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2010,506.50 ,7027,7850.0,0.825,0.206243,0.464299,0.193885,Masi,bold,smooth,sweet,soft,Veneto,North,North-east
5188,Ripa delle Mandorle ,3.8,Toscana,2010,249 ,179,185.0,0.41133200000000003,0.36367,0.0587077,0.42203,Vicchiomaggio,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
5189,Costa Russi (Barbaresco) Langhe ,4.5,Langhe,2010,2085.60 ,46,417.0,0.594927,0.645936,0.094607,0.824943,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5190,Toscana ,4.7,Toscana,2010,8499 ,899,1102.0,0.532506,0.433604,0.151432,0.435755,Masseto,semi bold,semi smooth,semi dry,semi acidic,Toscana,North,North-west
5191,Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,2010,689.28 ,307,146.0,0.43797800000000003,0.5518529999999999,0.03232480000000002,0.588213,Renieri,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5192,Tignanello ,4.4,Toscana,2010,799 ,8061,12013.0,0.493709,0.389922,0.076864,0.419014,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
5193,La Mannella Brunello di Montalcino ,4.2,Brunello di Montalcino,2010,227.93 ,191,266.0,0.46253500000000003,0.550952,0.006655099999999998,0.623446,Cortonesi (La Mannella),semi light,semi tannic,dry,acidic,Toscana,North,North-west
5194,Brunello di Montalcino Riserva ,4.4,Brunello di Montalcino,2010,535 ,70,11.0,0.474872,0.489359,0.0,0.589402,Fornacina,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5195,Amarone della Valpolicella Monte Lodoletta ,4.7,Amarone della Valpolicella,2010,2383.54 ,362,928.0,0.825,0.25607800000000003,0.502147,0.196691,Dal Forno Romano,bold,smooth,sweet,soft,Veneto,North,North-east
5196,Vigna Colonnello Barolo ,4.4,Barolo,2010,379.50 ,61,49.0,0.596377,0.75011,0.0633151,0.825,Bussia Soprana,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5197,Petrucci ,4.5,Orcia,2010,543.74 ,58,126.0,0.555066,0.6533209999999999,0.011071,0.825,Bruno Rocca,semi bold,tannic,dry,acidic,Toscana,North,North-west
5198,Tettimorra Barolo ,4.3,Barolo,2010,699 ,211,121.0,0.599428,0.7689790000000001,0.05588519999999999,0.825,Scarpa,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5199,Barolo Riserva Bussia  Dì ,4.2,Barolo,2010,551.19 ,519,446.0,0.6048169999999999,0.750835,0.010921400000000001,0.797477,Giacomo Fenocchio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5200,Barolo Riserva Monfortino ,4.7,Barolo,2010,12497 ,135,405.0,0.5910759999999999,0.7776879999999999,0.0715777,0.804995,Giacomo Conterno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5201,Fabrizio Bianchi Sangioveto Grosso Toscana ,4.0,Toscana,2010,495 ,89,31.0,0.5326460000000001,0.45167900000000005,0.126231,0.432743,Castello di Monsanto,semi bold,semi smooth,dry,semi acidic,Toscana,North,North-west
5202,Orgno Merlot Veronese ,4.5,Verona,2010,455 ,70,55.0,0.671374,0.38217399999999996,0.15743500000000002,0.198165,Fasoli Gino,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
5203,Tenuta Tignanello 'Solaia' ,4.6,Toscana,2010,1998.50 ,1223,3044.0,0.496497,0.386873,0.123661,0.418272,Antinori,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
5204,Amarone della Valpolicella ,4.6,Amarone della Valpolicella,2010,620 ,156,81.0,0.825,0.30975700000000006,0.47374299999999997,0.22524899999999998,Ferragù,bold,semi smooth,sweet,semi soft,Veneto,North,North-east
5205,L'Amarone del Maestro Fornaser ,4.6,Amarone della Valpolicella,2010,553.13 ,142,91.0,0.822623,0.168278,0.566403,0.163164,Monte Faustino,bold,smooth,sweet,soft,Veneto,North,North-east
5206,Sergio Barale Bussia Barolo ,4.3,Barolo,2010,658 ,103,100.0,0.5650999999999999,0.761651,0.00038690000000000333,0.808827,Barale Fratelli,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5207,Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2010,512.23 ,147,199.0,0.825,0.170944,0.517639,0.183023,Giusti,bold,smooth,sweet,soft,Veneto,North,North-east
5208,Pozzo del Curato Sagrantino di Montefalco ,4.5,Montefalco Sagrantino,2010,194.96 ,83,86.0,0.58653,0.462086,0.10023699999999999,0.40804,Villa Mongalli,semi bold,semi tannic,dry,semi soft,Umbria,Central,Central
5209,Piaggione Brunello di Montalcino ,4.5,Brunello di Montalcino,2010,538.16 ,81,283.0,0.42859200000000003,0.564939,0.06055289999999999,0.607708,Salicutti,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5210,Lupi e Sirene Riserva ,4.5,Brunello di Montalcino,2010,675 ,81,140.0,0.47184,0.5731580000000001,0.076605,0.620346,Podere le Ripi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5211,La Poja (Monovitigno Corvina Veronese) ,4.2,Verona,2010,394.70 ,695,1019.0,0.6314329999999999,0.36833,0.196928,0.218013,Allegrini,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
5212,Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2010,949 ,69,60.0,0.757547,0.271822,0.430321,0.266641,Monte dei Ragni,bold,semi smooth,semi sweet,semi soft,Veneto,North,North-east
5213,Brunello di Montalcino ,4.1,Brunello di Montalcino,2010,499 ,3110,3809.0,0.444274,0.551836,0.023966,0.6036050000000001,Col d'Orcia,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5214,Brunello di Montalcino ,4.3,Brunello di Montalcino,2010,460 ,680,732.0,0.472156,0.580994,0.021705199999999997,0.62337,Caprili,semi light,semi tannic,dry,acidic,Toscana,North,North-west
5215,Brolio Chianti Classico ,3.7,Chianti Classico,2010,140 ,1603,1870.0,0.405557,0.530416,0.008521,0.612254,Ricasoli,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5216,Brunello di Montalcino Riserva ,4.6,Brunello di Montalcino,2010,3947.74 ,178,425.0,0.42632800000000004,0.5499620000000001,0.0695539,0.5918439999999999,Biondi-Santi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5217,Brunello di Montalcino ,4.6,Brunello di Montalcino,2010,736.85 ,178,344.0,0.46610799999999997,0.543486,0.06504889999999999,0.6144890000000001,Cupano,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5218,Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2010,280.87 ,78,170.0,0.825,0.171067,0.472429,0.20248000000000002,Serafini & Vidotto,bold,smooth,sweet,soft,Veneto,North,North-east
5219,Franci Riserva Brunello di Montalcino ,4.6,Brunello di Montalcino,2010,1007.29 ,140,87.0,0.421502,0.527196,0.003178200000000002,0.586819,Tassi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5220,Vigna Barbagalli Etna Rosso ,4.3,Etna,2010,670.37 ,102,167.0,0.717247,0.48131799999999997,0.20308800000000002,0.35296500000000003,Pietradolce,bold,semi tannic,semi dry,semi soft,Sicilia,South,South
5221,Barolo Bussia Colonnello ,4.5,Barolo,2010,804.44 ,84,332.0,0.619085,0.7747709999999999,0.0744904,0.8048090000000001,Aldo Conterno,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5222,Serraboella Barbaresco ,4.3,Barbaresco,2010,420 ,100,253.0,0.6174970000000001,0.699624,0.025093699999999997,0.825,Cigliuti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5223,Barolo Ciabot Mentin ,4.2,Barolo,2010,599 ,261,356.0,0.6483969999999999,0.825,0.023579800000000005,0.825,Domenico Clerico,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5224,Suisassi Syrah ,4.3,Costa Toscana,2010,692.72 ,97,227.0,0.5246949999999999,0.43241999999999997,0.08077400000000001,0.437731,Duemani,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
5225,Brunello di Montalcino ,4.3,Brunello di Montalcino,2010,394.95 ,1613,2853.0,0.455983,0.5376,0.076174,0.606073,Casanova di Neri,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5226,Barolo Riserva ,4.4,Barolo,2010,640 ,35,30.0,0.605764,0.7116450000000001,0.0,0.807526,Cascina Boschetti Gomba,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5227,Dagromis Barolo ,4.3,Barolo,2010,856.58 ,1615,1718.0,0.613636,0.736339,0.0358055,0.8124370000000001,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5228,Amarone della Valpolicella Classico Riserva (Sergio Zenato) ,4.2,Amarone della Valpolicella Classico,2010,528.77 ,1314,1001.0,0.825,0.21649000000000002,0.48599200000000004,0.196549,Zenato,bold,smooth,sweet,soft,Veneto,North,North-east
5229,Cerrete Montefalco Sagrantino Secco ,4.6,Montefalco Sagrantino,2010,739.87 ,99,67.0,0.509144,0.47045699999999996,0.080773,0.45142499999999997,Paolo Bea,semi light,semi tannic,dry,semi acidic,Umbria,Central,Central
5230,Filo di Seta Brunello di Montalcino ,4.5,Brunello di Montalcino,2010,466.28 ,88,124.0,0.481223,0.63566,0.0,0.654469,Castello Romitorio,semi light,semi tannic,dry,acidic,Toscana,North,North-west
5231,Amarone della Valpolicella Classico ,4.3,Amarone della Valpolicella Classico,2010,536.30 ,2660,4189.0,0.825,0.20326799999999998,0.497224,0.19735,Zenato,bold,smooth,sweet,soft,Veneto,North,North-east
5232,Brunello di Montalcino ,4.4,Brunello di Montalcino,2010,1862.14 ,1314,1937.0,0.429786,0.560222,0.048066899999999996,0.6102989999999999,Biondi-Santi,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
5233,Kurni Marche ,4.5,Marche,2010,737.41 ,621,579.0,0.545371,0.39981099999999997,0.31029,0.40286099999999997,Oasi degli Angeli,semi bold,semi smooth,semi sweet,semi soft,Marche,East,East
5234,Amarone della Valpolicella Classico ,4.4,Amarone della Valpolicella Classico,2010,395 ,1867,3261.0,0.825,0.23157599999999998,0.48214,0.208781,Allegrini,bold,smooth,sweet,soft,Veneto,North,North-east
5235,Sorì Tildìn (Barbaresco) Langhe ,4.5,Langhe,2010,2904.94 ,89,497.0,0.612827,0.669635,0.0659049,0.825,Gaja,semi bold,tannic,dry,acidic,Piemonte,North,North-west
5236,Campo del Titari Amarone della Valpolicella Classico Riserva ,4.6,Amarone della Valpolicella Classico,2010,685.27 ,189,416.0,0.825,0.240652,0.513176,0.207517,Brunelli,bold,smooth,sweet,soft,Veneto,North,North-east
5237,Forlago Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2010,600 ,78,291.0,0.825,0.162596,0.466762,0.176828,Fratelli Vogadori,bold,smooth,sweet,soft,Veneto,North,North-east
5238,Le Difese ,3.8,Toscana,2010,282.30 ,1594,2393.0,0.420575,0.38913000000000003,0.03238490000000001,0.44614,Tenuta San Guido,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
