,name,rating,region,"price, kr.",light-bold,smooth-tannic,dry-sweet,soft-acidic,winery
413,Brunello di Montalcino  Montosoli ,4.5,Brunello di Montalcino,550 ,45.1502,55.2254,3.6742599999999994,63.1425,Altesino
414,Ornato Barolo ,4.5,Barolo,999 ,60.7333,75.7962,4.64421,82.5,Pio Cesare
415,Vendemmia d'Artista Il Carisma ,4.5,Bolgheri Superiore,1264.85 ,57.235,55.3952,-1.29341,46.1736,Ornellaia
416,Campo dei Gigli Amarone della Valpolicella ,4.5,Amarone della Valpolicella,439 ,82.5,23.3266,45.4462,20.1099,Tenuta Sant'Antonio
417,Galatrona ,4.5,Toscana,700 ,50.79600000000001,40.0514,11.5395,42.1604,Petrolo
418,Teroldego ,4.5,Veneto,325 ,64.8321,37.8723,18.805,24.9313,Marion
419,Amarone della Valpolicella Vigna Garzon ,4.5,Amarone della Valpolicella,323.79 ,82.5,19.8855,47.5064,21.5652,Pieropan
420,Le Argille Cabernet ,4.5,Veneto,334.78 ,63.438900000000004,35.5306,20.39,22.7329,47 Anno Domini
421,Gran Masetto Teroldego ,4.5,Trentino,339.98 ,67.6123,34.9056,23.6971,24.363000000000003,Endrizzi
422,Bric Dël Fiasc Barolo ,4.5,Barolo,512.46 ,60.3525,74.4915,5.03815,82.0381,Paolo Scavino
423,Poggio alle Mura Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,895 ,52.0007,58.4617,11.7888,61.97410000000001,Banfi
424,Vürsù Barbaresco Gallina ,4.5,Barbaresco,995 ,60.8424,68.566,4.15303,82.5,La Spinetta
425,Bosan Amarone della Valpolicella ,4.5,Amarone della Valpolicella,460.32 ,82.1452,20.3527,49.1415,21.3758,Cesari
426,Amanero ,4.5,Sicilia,294.77 ,82.5,36.0982,33.203,16.0691,Selezione Fellini
427,Terre di Cariano Riserva Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,257.19 ,82.2981,21.4557,46.95,19.2209,Cecilia Beretta
428,Toscana I Sodi di San Niccolo ,4.5,Toscana,599 ,46.4845,40.9645,9.9861,46.4202,Castellare
429,Inssieme ,4.5,Toscana,364.23 ,57.9509,40.0278,2.3203699999999996,44.3389,Luminosità
430,Lazzarito Barolo (Vigna la Delizia) ,4.5,Barolo,424.60 ,60.0591,63.8647,4.034590000000001,73.3877,Fontanafredda
431,SummuS ,4.5,Toscana,281.85 ,48.0468,40.2148,8.2758,44.7094,Banfi
432,Pegasos Sangiovese Toscana ,4.5,Toscana,1632.34 ,35.7546,41.4537,16.7037,44.0532,Soldera
433,Harimann Montepulciano d'Abruzzo ,4.5,Montepulciano d'Abruzzo,349 ,47.7612,47.9934,8.5517,63.284499999999994,Pasetti
434,Solaria Jonica ,4.5,Puglia,449.32 ,65.0,15.6921,51.1158,5.72986,Antonio Ferrari
435,Barolo Rocche ,4.5,Barolo,670.37 ,58.6936,70.109,10.6144,78.5686,Renato Ratti
436,Vigna Schiena d'Asino Brunello di Montalcino ,4.5,Brunello di Montalcino,825 ,47.1674,56.3258,1.9362300000000001,63.6845,Mastrojanni
437,Brunello di Montalcino Prime Donne Selection ,4.5,Brunello di Montalcino,372 ,46.9081,52.5191,4.877330000000001,60.4624,Donatella Cinelli Colombini
438,Il Sogno ,4.5,Gattinara,484.31 ,63.5009,81.7358,18.3929,82.5,Travaglini
439,Bosan Riserva Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,439 ,80.4605,27.3006,51.708999999999996,21.4765,Cesari
440,Fracastoro Riserva Amarone della Valpolicella Classico ,4.5,Valpolicella,260.70 ,80.7693,20.3009,46.8601,23.9857,Villabella
441,Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro ,4.5,Brunello di Montalcino,799 ,53.7623,53.9481,5.47405,64.8185,Ciacci Piccolomini d'Aragona
442,Barolo Riserva Rüncot ,4.5,Barolo,1810 ,61.351000000000006,72.8978,3.6392800000000003,82.5,Elio Grasso
443,Giunonico Primitivo di Manduria Riserva ,4.5,Primitivo di Manduria,259 ,69.0213,22.0703,38.2024,6.7088,Vigne di San Donaci
444,Tre Tine Barolo ,4.5,Barolo,4373 ,55.4245,77.9228,2.9611300000000007,82.5,Giuseppe Rinaldi
445,Duemani Cabernet Franc ,4.5,Costa Toscana,1100 ,51.2008,41.4496,11.5595,45.5379,Duemani
446,Giramonte Toscana ,4.5,Toscana,614.51 ,48.49100000000001,35.8446,21.1311,42.5391,Tenuta Castiglioni
447,Barolo Prapò Bricco Rocche ,4.5,Barolo,484.16 ,59.7033,72.1788,4.5759,81.8366,Ceretto
448,Barolo Bussia Cicala ,4.5,Barolo,3314.98 ,61.816100000000006,74.0522,6.806850000000001,78.6802,Aldo Conterno
449,Campo del Maestro Verona ,4.5,Verona,222.71 ,61.77160000000001,34.0946,17.7061,25.8931,Brunelli
450,Testamatta Toscana ,4.5,Toscana,558.64 ,47.9591,39.8681,7.27805,45.3949,Bibi Graetz
451,Lupicaia ,4.5,Toscana,669.63 ,52.7649,41.0241,10.0827,42.6627,Castello del Terriccio
452,Vigna Cappella di S. Stefano Perno Barolo ,4.5,Barolo,1099 ,59.2726,74.6788,3.4101599999999994,79.0465,Rocche dei Manzoni
453,Brunello di Montalcino Ugolaia ,4.5,Brunello di Montalcino,553.11 ,46.5098,53.3168,7.074719999999999,59.0424,Lisini
454,Parva Culpa ,4.5,Puglia,244.13 ,82.2483,35.2752,34.8188,16.1409,Franco Rizzello
455,Barolo Riserva (Cascina Dardi) ,4.5,Barolo,758.84 ,58.958,72.80199999999999,7.06354,82.2752,Alessandro e Gian Natale Fantino
456,Piaggione Brunello di Montalcino ,4.5,Brunello di Montalcino,538.16 ,42.8592,56.4939,6.055289999999999,60.7708,Salicutti
457,Pegrandi Amarone della Valpolicella Classico Riserva ,4.5,Amarone della Valpolicella Classico,662.92 ,82.5,17.1245,46.9807,15.983899999999998,Vaona
458,Vendemmia d'Artista La Tensione ,4.5,Bolgheri Superiore,1324.78 ,62.215500000000006,56.9533,0.20977000000000023,44.431000000000004,Ornellaia
459,Baffonero Maremma Toscana ,4.5,Maremma Toscana,1499 ,53.445,43.9526,14.3828,44.9667,Rocca di Frassinello
460,Vürsù Barbaresco Starderi ,4.5,Barbaresco,1299 ,61.909099999999995,71.9124,7.349919999999999,82.5,La Spinetta
461,Il Bacca Old Vine Primitivo di Manduria ,4.5,Primitivo di Manduria,228.24 ,66.0984,24.2704,40.9258,10.648,Luccarelli
462,Bueno-Cipresso Brunello di Montalcino ,4.5,Brunello di Montalcino,816.95 ,50.7972,52.8881,5.62224,59.0422,Bueno
463,Pipparello Montefalco Rosso Riserva ,4.5,Montefalco,505.90 ,51.1256,40.14,5.0202800000000005,47.5239,Paolo Bea
464,Da Vinci Brunello di Montalcino ,4.5,Brunello di Montalcino,358.16 ,49.7718,55.0189,6.178380000000001,59.9879,Cantine Leonardo da Vinci
465,Dedicato a Walter Bolgheri Superiore ,4.5,Bolgheri Superiore,754.69 ,49.8976,40.5176,9.6976,41.4086,Poggio Al Tesoro
466,Tauleto Sangiovese ,4.5,Sangiovese di Romagna,379 ,50.4853,34.1338,8.2585,39.3219,Umberto Cesari
467,Remo Farina Montefante Amarone della Valpolicella Classico Riserva ,4.5,Amarone della Valpolicella Classico,399 ,82.5,21.0632,47.7677,23.6005,Farina
468,Valpolicella Vigneti di Marcellise ,4.5,Valpolicella,664.70 ,38.7258,31.838700000000003,9.2823,55.3306,Brigaldara
469,Barbaresco Rabajà ,4.5,Barbaresco,700 ,58.0943,66.0479,3.5179,81.3583,Bruno Rocca
470,Campo Masua Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,349 ,82.5,22.930999999999997,47.1146,23.47,Venturini
471,Rosso ° ,4.5,Puglia,140.78 ,70.2386,20.0343,35.5645,13.997599999999998,Maccone
472,Rosso di Montalcino ,4.5,Rosso di Montalcino,383.60 ,39.8185,36.914,4.65318,46.7845,Poggio di Sotto
473,Barolo Monvigliero ,4.5,Barolo,2044.63 ,48.6785,69.1627,9.5137,79.3247,Comm. G.B. Burlotto
474,Costasera Amarone della Valpolicella Classico Riserva ,4.5,Amarone della Valpolicella Classico,591.56 ,82.5,21.7327,48.0844,19.3657,Masi
475,Re Noire Primitivo di Manduria ,4.5,Primitivo di Manduria,156.75 ,69.0796,22.497,39.0962,13.3759,Pliniana
476,Barolo Bricco Gattera ,4.5,Barolo,679 ,56.3971,72.1984,7.805,79.9271,Cordero di Montezemolo
477,Barolo Bussia Granbussia ,4.5,Barolo,1180.55 ,59.3168,55.5795,5.46143,55.2008,Aldo Conterno
478,Col de la Bastia Amarone della Valpolicella ,4.5,Amarone della Valpolicella,293.54 ,82.5,19.5059,45.2161,20.1701,Fattori
479,Macchie Terre di Casole Sangiovese ,4.5,Toscana,361.11 ,37.4238,36.9481,10.2462,44.1585,Tenuta delle Macchie
480,Fanòi Primitivo ,4.5,Puglia,385.87 ,65.4026,18.6846,34.0756,7.04796,Cantele
481,Barolo Conca ,4.5,Barolo,510.23 ,64.1303,76.1886,7.30143,80.7594,Mauro Molino
482,Alàuda ,4.5,Toscana,294.26 ,53.3673,37.9584,17.9358,41.815,Ruffino
483,Le Prisonnier Rouge ,4.5,Valle d'Aosta,408.39 ,65.3324,33.9802,9.5412,25.9282,Anselmet
484,Vigneto Tremenel Amarone della Valpolicella ,4.5,Amarone della Valpolicella,720.39 ,82.5,19.6595,42.9942,18.3303,Villa Erbice
485,Mai Dire Mai Valpolicella Superiore ,4.5,Valpolicella,603.48 ,48.3685,31.695099999999996,17.5007,52.9812,Pasqua
486,Gemini Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,588.10 ,49.0021,57.6618,7.715299999999999,63.154799999999994,La Serena
487,Simpotica Negroamaro ,4.5,Salento,502.76 ,64.6212,42.0984,22.7859,38.5561,Severino Garofano
488,Cerequio Barolo ,4.5,Barolo,2569.75 ,60.9506,78.9231,7.8896,82.5,Roberto Voerzio
489,Paleo ,4.5,Toscana,671.64 ,55.1184,48.2151,10.9384,44.9497,Le Macchiole
490,Es Più Sole ,4.5,Primitivo di Manduria,322.09 ,65.2717,16.9018,49.8199,17.4428,Gianfranco Fino
491,La Serra Barolo ,4.5,Barolo,1700 ,60.9472,77.3002,11.7598,80.3616,Roberto Voerzio
492,Scrio ,4.5,Toscana,633.13 ,49.5247,38.1376,7.11045,42.398999999999994,Le Macchiole
493,Brunello di Montalcino Le Potazzine ,4.5,Brunello di Montalcino,350 ,42.5106,54.4265,0.31061000000000005,62.376900000000006,Le Potazzine
494,Fanino Rosso ,4.5,Sicilia,455.65 ,63.694199999999995,34.5071,19.5609,39.8058,Giotto Bini - Serragghia
495,Della Cima Sagrantino di Montefalco ,4.5,Montefalco Sagrantino,202.38 ,58.2071,47.0718,6.63475,41.7255,Villa Mongalli
496, anni Montefalco Sagrantino ,4.5,Montefalco Sagrantino,1773.13 ,55.1655,50.0426,3.3055900000000005,42.5686,Arnaldo-Caprai
497,Vecchie Vigne Brunello di Montalcino ,4.5,Brunello di Montalcino,669.03 ,43.0882,57.9274,6.158939999999999,63.7124,Siro Pacenti
498,Punta di Villa Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,437 ,82.5,17.8613,49.573,19.8614,Roberto Mazzi
499,Stropa Amarone della Valpolicella ,4.5,Amarone della Valpolicella Classico,540.28 ,79.9765,22.0807,49.5242,25.1659,Monte Dall'Ora
500,Vigna Loreto Brunello di Montalcino ,4.5,Brunello di Montalcino,610.78 ,45.278999999999996,56.3047,6.86773,61.1244,Mastrojanni
501,Coste Bianche Amarone della Valpolicella ,4.5,Amarone della Valpolicella,330 ,81.6444,16.151,46.8138,24.6657,Tenute Fiorebelli
502,Barolo Bussia ,4.5,Barolo,578 ,60.8535,74.71600000000001,5.895610000000001,77.2502,Parusso
503,Franchetti ,4.5,Terre Siciliane,899 ,81.5701,45.621,26.6226,28.5959,Passopisciaro
504,Renaia Rosso ,4.5,Umbria,299 ,62.111599999999996,38.2656,7.09083,40.1548,Morami
505,Toscana Palafreno ,4.5,Toscana,857.55 ,48.3072,46.6518,1.72471,46.6268,Querciabella
506, Giornate Barolo ,4.5,Barolo,597.93 ,58.6389,78.3667,-1.38333,77.3222,Moscone Brothers
507,Vigna Colonnello Barolo Riserva Bussia ,4.5,Barolo,766.08 ,58.6585,72.7203,-2.5,78.8534,Prunotto
508,Bueno-Cipresso Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,943.84 ,67.9375,60.125,6.6875,59.75,Bueno
509,I Quadretti Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,495 ,82.5,17.705,47.1773,23.3073,La Giaretta
510,L'Errante ,4.5,Rosso Veronese,609 ,65.0697,32.9457,35.7306,13.3835,Bussola
511,Triumviratum Barolo Riserva ,4.5,Barolo,617.19 ,60.7997,69.7061,2.79899,79.7082,Michele Chiarlo
512,Barolo Ciabot Mentin Ginestra ,4.5,Barolo,521.40 ,64.1942,77.4938,4.352539999999999,82.48,Domenico Clerico
513,Figuranti Brunello di Montalcino ,4.5,Brunello di Montalcino,399.81 ,47.5281,55.1604,6.89147,64.6053,Casanova di Neri
514,Brunate Barolo ,4.5,Barolo,4078.79 ,57.5856,72.0124,12.3704,79.4777,Giuseppe Rinaldi
515,Sapaio Bolgheri Superiore ,4.5,Bolgheri Superiore,399 ,64.017,70.1477,7.365730000000001,52.2731,Podere Sapaio
516,Pietradonice ,4.5,Toscana,484.16 ,52.8857,43.8499,12.8258,42.3824,Casanova di Neri
517,Lama del Tenente ,4.5,Salento,207.35 ,82.5,34.071,34.2928,20.4377,Castel di Salve
518,I Castagni Bolgheri Superiore ,4.5,Bolgheri Superiore,644.45 ,64.2592,62.569,6.7551000000000005,48.6567,Michele Satta
519,Brunello di Montalcino (Campo di Marzo) ,4.5,Brunello di Montalcino,452.17 ,50.345,51.2956,5.4781,60.651,Il Valentiano
520,Petra Toscana (Suvereto) ,4.5,Toscana,319.47 ,51.6052,41.0196,5.626489999999999,44.5932,Petra
521,Kαlòs ,4.5,Bergamasca,240.90 ,62.962500000000006,34.319,24.7219,22.1233,Il Calepino
522,Malandrina ,4.5,Basilicata,140.66 ,79.0441,39.5503,24.1212,26.6451,Masseria Cardillo
523,Brunello di Montalcino (Casato Prime Donne) ,4.5,Brunello di Montalcino,268 ,43.8445,55.1859,4.936789999999999,61.9293,Donatella Cinelli Colombini
524,Papale Linea Oro Primitivo di Manduria ,4.5,Primitivo di Manduria,156.53 ,65.668,18.6574,42.5296,7.169549999999999,Varvaglione
525,Tenuta Greppone Mazzi Brunello di Montalcino ,4.5,Brunello di Montalcino,1233.48 ,42.3253,51.4464,3.11702,59.2703,Ruffino
526,Folle Old Vines Primitivo di Manduria ,4.5,Primitivo di Manduria,186.05 ,66.8396,19.1666,40.4898,5.143439999999999,Luccarelli
527,Castel Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,340 ,79.945,18.1088,54.2568,20.3248,Roberto Mazzi
528,Sansi Selezione ,4.5,Barbera d'Asti,222.90 ,59.5926,20.7944,10.3046,64.5051,Scagliola
529,Siepi ,4.5,Toscana,849 ,51.0209,38.3804,10.7174,42.8415,Mazzei
530,Filo di Seta Brunello di Montalcino ,4.5,Brunello di Montalcino,466.28 ,48.1223,63.566,-2.5,65.4469,Castello Romitorio
531,Giorgio Bartholomäus ,4.5,Bolgheri Superiore,823.07 ,52.5212,39.6841,9.7017,40.8746,Tenuta Argentiera
532,Fratta ,4.5,Breganze,319.92 ,63.0029,38.414,18.4753,23.8711,Maculan
533,Dal  Primitivo di Manduria ,4.5,Primitivo di Manduria,294.93 ,65.3592,27.8403,49.7206,11.1184,Terre di San Vincenzo
534,Piovesole Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,397.01 ,73.0063,19.7405,41.4188,31.2331,Eleva
535,Collezione Imperatore Brunello Di Montalcino ,4.5,Toscana,672.69 ,45.4167,53.3788,-2.5,61.8485,Marcus Aurelius
536,Messere Sforzato di Valtellina ,4.5,Sforzato della Valtellina,214.45 ,72.2939,45.2939,21.3554,35.7461,Caven
537,Brunello di Montalcino Riserva (Casato Prime Donne) ,4.5,Brunello di Montalcino,528 ,47.2191,58.1515,3.95695,60.4745,Donatella Cinelli Colombini
538,Percarlo ,4.5,Toscana,1773.13 ,47.0053,45.0311,8.9145,45.0173,San Giusto a Rentennano
539,Radaia Maremma Toscana ,4.5,Maremma Toscana,261.84 ,53.1424,32.3159,2.9467,35.0736,Fattoria la Parrina
540,Barolo Pressenda ,4.5,Barolo,409 ,61.0355,75.7128,2.41967,82.5,Abbona
541,Barolo Rocche dell'Annunziata ,4.5,Barolo,536.90 ,58.3409,77.1588,9.755,79.1581,Renato Ratti
542,Il Bosco Amarone Della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,666.65 ,81.7927,25.5038,43.8219,22.6144,Cesari
543,Pozzo del Curato Sagrantino di Montefalco ,4.5,Montefalco Sagrantino,194.96 ,58.653,46.2086,10.0237,40.803999999999995,Villa Mongalli
544,Le Lucére Brunello di Montalcino ,4.5,Brunello di Montalcino,895 ,44.4278,51.9048,5.299639999999999,62.02889999999999,San Filippo
545,Dagromis Barolo ,4.5,Barolo,882.28 ,61.3678,73.6314,3.5632900000000003,81.2723,Gaja
546,Galileo Colli Pesaresi Sangiovese Riserva ,4.5,Colli Pesaresi,112.40 ,45.3713,31.699599999999997,16.5467,43.5717,Guerrieri
547,Brachetto ,4.5,Piemonte,107.36 ,62.772999999999996,38.2792,42.413999999999994,19.0119,Bera
548,Schidione ,4.5,Toscana,639.38 ,54.0607,40.1658,7.21204,45.0709,Jacopo Biondi-Santi
549,Cěrǎsum Riserva Amarone della Valpolicella ,4.5,Amarone della Valpolicella,397.95 ,82.5,21.8704,49.0081,18.2639,Casa Vinicola Bennati
550,Gallina Barbaresco ,4.5,Barbaresco,424.57 ,53.9729,59.9417,8.7693,82.5,Piero Busso
551,Nero di Serramarrocco ,4.5,Terre Siciliane,212.87 ,75.2251,40.4993,17.8522,31.4073,Barone di Serramarrocco
552,Franci Brunello di Montalcino ,4.5,Brunello di Montalcino,669.05 ,46.662,54.3975,5.6793499999999995,61.8707,Tassi
553,Alivio Barbaresco Riserva ,4.5,Barbaresco,330.75 ,57.0491,56.4039,-2.5,73.7188,Rocche dei Barbari
554,Amaë Volpaiole ,4.5,Toscana,418.92 ,53.47,43.1145,5.919089999999999,46.0818,Fuori Mondo
555,Vigneto Bellavista Chianti Classico ,4.5,Chianti Classico,1117.28 ,44.1038,59.0286,11.5852,62.601699999999994,Castello di Ama
556,Aleatico Superiore ,4.5,Sovana,700 ,47.9767,37.3372,21.0163,44.4581,Antinori
557,Brunello di Montalcino - Riserva Elia ,4.5,Brunello di Montalcino,348 ,41.7008,54.3993,4.57998,55.2601,Collelceto
558,Poggio Alle Vipere ,4.5,Val di Cornia,568.71 ,59.9992,33.7669,26.0054,33.5399,Russo
559,Grandi Annate Vino Nobile di Montepulciano ,4.5,Vino Nobile di Montepulciano,540.77 ,52.2658,54.1284,3.8153300000000003,63.047799999999995,Avignonesi
560,Saporoia Brunello di Montalcino ,4.5,Brunello di Montalcino,183.61 ,44.7752,59.0516,4.981339999999999,59.092,Baccinetti
561,Parceto ,4.5,Vino Nobile di Montepulciano,260.15 ,51.4805,51.5757,1.97077,62.4015,Poggio Alla Sala
562,Villa Antinori Sea-Cargo ,4.5,Toscana,594.35 ,53.75,42.4211,-2.5,42.0066,Antinori
563,Case Nere Barolo ,4.5,Barolo,390 ,60.4656,69.7133,9.0073,76.38,Enzo Boglietti
564,Ambrosan Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,391.27 ,82.4391,24.1878,47.9782,20.1339,Nicolis
565,Barbaresco Albesani Santo Stefano ,4.5,Barbaresco,1242.87 ,58.1661,65.1604,7.7959,82.5,Bruno Giacosa
566,Il Maestro Amarone della Valpolicella ,4.5,Amarone della Valpolicella,349.12 ,82.5,20.0533,50.739,17.8842,Monte Faustino
567,Vino Sbagliato Sforzato di Valtellina ,4.5,Sforzato della Valtellina,528.10 ,68.7082,76.2696,15.075500000000002,74.2359,Dirupi
568, Anniversario Primitivo di Manduria Riserva ,4.5,Primitivo di Manduria,215.26 ,66.8021,18.0187,42.9705,7.818899999999999,San Marzano
569,Querceto Romantic ,4.5,Colli della Toscana Centrale,600 ,48.2991,36.586999999999996,2.0145099999999996,42.2835,Castello di Querceto
570,Cardisco ,4.5,Toscana,220.50 ,41.4527,47.573,4.811730000000001,49.8971,I Selvatici
571,Duca Enrico Rosso ,4.5,Terre Siciliane,409.67 ,81.8998,37.4554,27.7371,24.2491,Duca di Salaparuta
572,Rongalio Barbaresco Riserva ,4.5,Barbaresco,669 ,58.6351,69.5394,-2.5,82.5,Orlando Abrigo
573,Barolo Vigneto Brunate ,4.5,Barolo,436.78 ,60.9362,76.3423,0.8562199999999995,81.6373,Andrea Oberto
574,Amarone Classico Monte Danieli ,4.5,Amarone della Valpolicella Classico,355 ,81.6672,28.6986,40.9264,25.3259,Corte Rugolin
575,Casa Erbisti Amarone della Valpolicella ,4.5,Amarone della Valpolicella,287.91 ,82.5,30.2027,51.4865,18.8851,Monte Cillario
576,Brunello di Montalcino Riserva Vigna Paganelli ,4.5,Brunello di Montalcino,549 ,48.6868,58.5695,4.939369999999999,61.831999999999994,Tenuta Il Poggione
577,Damo Vino Nobile di Montepulciano ,4.5,Vino Nobile di Montepulciano,295 ,46.9152,60.0263,7.377189999999999,62.416700000000006,Montemercurio
578,Sangue di Giuda ,4.5,Sangue di Giuda dell'Oltrepo Pavese,120.15 ,61.9371,37.4862,41.9843,17.3048,Ca'Montebello di Scarani Luigi
579,Torraia ,4.5,Toscana,342.64 ,45.9493,29.2138,9.4022,40.9167,Luiz Barichello
580,Larigi Langhe Rosso ,4.5,Langhe,679 ,60.0436,35.9212,15.872399999999999,23.0015,Elio Altare
581,Matteo Biagi Montepulciano d'Abruzzo Colline Teramane Riserva ,4.5,Montepulciano d'Abruzzo Colline Teramane,246.89 ,47.4216,37.6863,24.9412,63.039199999999994,Biagi
582,Auritea Cabernet Franc ,4.5,Costa Toscana,376.25 ,59.6753,53.3492,2.61313,47.0363,Azienda Agricola Lunelli
583,Corte Bure Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,383.14 ,74.9237,17.7582,51.1849,17.8031,Monte Faustino
584,Ròinos ,4.5,Aglianico del Vulture,307.52 ,82.3066,46.1193,24.9237,27.4743,Eubea
585,Brolo del Figaretto Amarone della Valpolicella Valpantena ,4.5,Amarone della Valpolicella Valpantena,192.40 ,82.5,22.6131,43.5986,25.3783,Corte Figaretto
586,Canubbi Barolo ,4.5,Barolo,,64.2459,76.5004,-0.88394,80.0195,Bartolo Mascarello
587,Barolo Ginestra Vigna del Gris ,4.5,Barolo,6167.41 ,62.4949,74.937,2.0951500000000003,81.2491,Conterno Fantino
588,Vigna Farsina ,4.5,Toscana,350 ,56.3178,42.8238,0.20029999999999992,44.3871,I Sodi
589,Barolo Vigna Rionda ,4.5,Barolo,695 ,61.18899999999999,76.8648,7.5207999999999995,82.5,Pira Luigi
590,Maggiarino Vino Nobile di Montepulciano ,4.5,Vino Nobile di Montepulciano,533.94 ,53.8784,65.0,-2.5,66.1486,La Braccesca
591,Vigna d'La Roul ,4.5,Barolo,1299 ,60.2286,74.7098,2.87828,81.5143,Rocche dei Manzoni
592,Pàtrimo ,4.5,Campania,633.13 ,81.4653,41.6081,29.6387,23.6409,Feudi di San Gregorio
593,Coparossa Barbaresco ,4.5,Barbaresco,543.74 ,55.5066,65.3321,1.1071,82.5,Bruno Rocca
594,La Mandria del Pari Cabernet Sauvignon ,4.5,Toscana,,53.1947,42.3737,-2.5,41.1,Cantine Russo
595,Ferro ,4.5,Toscana,707.61 ,52.2698,42.1173,8.2858,41.2797,Collazzi
596,Vigna Piaggia Brunello di Montalcino ,4.5,Brunello di Montalcino,205.91 ,44.0162,54.5281,-0.1395200000000001,63.58240000000001,Abbadia Ardenga
597,Amarone Della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,500 ,81.7151,22.9197,44.7198,24.0607,Fabiano
598,Heritage ,4.5,Valle d'Aosta,243.70 ,71.3905,33.7676,38.0797,26.2743,Lo Triolet
599,Maravita Perricone ,4.5,Sicilia,349.02 ,82.5,44.5792,12.9101,32.8381,Castellucci Miano
