,price,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
698,99 kr.,63.4806,40.9532,30.4081,22.4403,,,,Spinosa
699,99 kr.,51.833,24.972,5.20908,68.3514,,,,Gian Piero Marrone
700,99 kr.,67.0166,39.4891,8.9103,44.3667,14,,,Argiolas
701,99 kr.,,,,,14.5,,,MonteRosola
702,99 kr.,85,40.125,33.818,23.8525,,,,Tagaro
703,99 kr.,64.249,37.159,35.6939,22.9524,,,,Tommasi
704,99 kr.,,,,,14,,,Feudi Bizantini
705,99 kr.,,,,,14.5,,,Molino di Sant'Antimo
706,99 kr.,48.5157,41.4577,11.7106,45.7602,13.5,,,Petra
707,99 kr.,45.8861,59.6115,10.4316,60.4569,,,,Il Palazzo
708,99 kr.,30,22.4167,39.0833,55.75,14,,,Antolini
709,99 kr.,,,,,17,,,Savoni
710,99 kr.,45.0751,36.5613,6.8839,44.9605,13.5,,,Corte Medicea
711,99 kr.,49.904,39.9073,7.89187,49.0229,13.5,,,Corte Medicea
712,99 kr.,65.2315,27.907,46.544,13.2763,,,,Cignomoro
713,99 kr.,85,36.1829,42.4236,18.177,14.5,,,Regia Maestá
714,99 kr.,76.3297,37.4692,34.6919,29.9448,13.5,,,Nativ
715,99 kr.,64.5268,41.2651,4.00044,44.1392,13,3,5,Sella & Mosca
716,99 kr.,85,37.7386,30.048,24.4729,13.5,,,Li Veli
717,99 kr.,85,37.8562,46.219,20.9111,14.5,,,Montemajor
718,99 kr.,68.7655,19.5322,47.8303,10.8707,14,,,Montemajor
719,99 kr.,43.9024,31.0976,24.1463,45.122,13,,,Montemajor
720,99 kr.,85,34.2777,39.113,20.6947,14.5,,,Montemajor
721,99 kr.,65.9021,38.4005,32.8354,22.9377,,,,Cantina Valpolicella Negrar
722,99.75 kr.,46.2461,57.2505,4.05236,63.7377,13.5,3.4,5.2,Fattoria di Basciano
723,100 kr.,42.026,56.4776,0.309515,64.0744,,,,Castello di Monsanto
724,100 kr.,76.6708,36.6073,36.7625,20.625,,,,Conti Zecca
725,103.33 kr.,69.6057,35.936,30.1284,34.6464,,,,Cortese
726,104.17 kr.,83.0455,36.2314,27.717,24.698,14,,,Integro
727,104.17 kr.,63.3205,22.3781,33.8205,17.271,,,,Integro
728,105 kr.,82.5,37.9101,25.3417,21.3237,14,,,San Donaci
729,105 kr.,67.8729,39.1361,24.3616,36.4351,13,,,Santa Tresa
730,109 kr.,81.1491,38.8256,24.1959,25.1817,,,,Cavalier Pepe
731,109 kr.,69.497,16.8521,43.429,8.21597,,,,Cantolio
732,109 kr.,80.3741,45.8413,25.1771,29.5078,,,,Ippolito 1845
733,109 kr.,64.418,39.4351,30.6418,23.7585,,,,Begali Lorenzo
734,109 kr.,43.5871,36.3688,9.16124,41.7143,,,,Cantine Volpi
735,109 kr.,66.4495,43.903,32.679,26.4322,,,,Villa Molino
736,109 kr.,,,,,13,2,,Mazzei
737,110 kr.,45.8786,43.4379,3.98429,50.725,,,,Renzo Masi
738,110 kr.,53.7401,24.9326,15.5241,63.6528,,,,Reverdito
739,112.50 kr.,63.2826,37.7453,19.0854,27.3973,13,,,Tenuta Sant'Antonio
740,115 kr.,71.809,33.2975,36.5149,26.706,,,,Replica
741,115 kr.,44.4965,40.0436,0,43.1698,13.5,,,Monte Bernardi
742,115 kr.,54.3398,41.9118,13.5509,39.9343,14,,,Le Guaite di Noemi
743,115 kr.,43.3197,60.9629,0,65.0408,,,,Buccia Nera
744,115 kr.,68.2037,18.8491,52.4404,8.50945,14.5,,,Chunky
745,119 kr.,80.929,38.6624,29.1185,28.3164,14.5,1,4,Librandi
746,119 kr.,44.9278,57.2205,5.92515,62.77,13.5,,,Mazzei
747,119 kr.,64.8543,26.8981,34.2808,24.4052,,,,a6mani
748,119 kr.,,,,,14,,,Feudo Maccari
749,119 kr.,65.3309,51.4522,7.36275,23.8848,13,,,Emilio Vada
750,119 kr.,52.4382,33.4101,0,39.111,,,,Il Palazzo
751,119 kr.,,,,,13.5,,,Fabulas
752,119 kr.,66.5909,24.2421,36.0016,14.9232,14,,,Conti Zecca
753,119 kr.,40.3286,38.5649,8.59323,61.753,14,6.5,5.4,Tenuta Ulisse
754,119 kr.,40.6736,30.87,15.9291,56.1546,12,6,5,Tommasi
755,119 kr.,85,40.2833,35.0912,23.4663,14,,,Nativ
756,120 kr.,60.5463,83.3317,0,77.4829,,,,Azienda Agricola Marianot
757,120 kr.,67.031,42.9003,10.4379,30.3105,,,,Rocca Felice
758,120 kr.,55.6421,44.8956,5.96747,42.6045,,,,Il Palazzo
759,125 kr.,,,,,14.5,,,Nativ
760,125 kr.,42.5,42.5,17.5,42.5,,,,Cantina Canaio
761,128 kr.,42.2909,39.2409,0,52.0753,,,,Caprili
762,129 kr.,63.9875,22.3247,45.7166,19.0199,,,,San Donaci
763,129 kr.,66.4493,84.1149,5.95833,85,,,,Gian Piero Marrone
764,129 kr.,84.2696,36.2302,32.3067,25.7243,,,,Tommasi
765,129 kr.,67.7564,21.7044,53.4858,9.76533,14,,,Feudi Salentini
766,129 kr.,63.5781,45.3125,31.3652,46.4258,,,,Masseria Cuturi
767,129 kr.,64.2912,35.0286,29.7477,34.4377,15,,,Barbanera
768,129 kr.,52.3264,42.7307,6.07187,44.9034,13.5,,,Mazzei
769,129 kr.,41.348,31.558,5.966,49.04,13,,,Spinosa
770,129 kr.,49.0306,42.6093,26.086,45.2843,13.5,,,Terrescure
771,129 kr.,47.1837,61.8095,11.3444,64.8976,,,,San Michele a Torri
772,129 kr.,54.0804,38.9916,24.738,40.476,,,,Pietro Zardini
773,129 kr.,70.2778,33.6111,20.6389,25.2222,13,,,Brunelli
774,129 kr.,,,,,14.5,,,Nativ
775,129 kr.,50.4438,37.5271,5.02555,39.1167,,,,Marco Carpineti
776,129 kr.,,,,,14,,,Tormaresca
777,129 kr.,47.7416,36.7852,1.67211,43.4589,13,,,Brancatelli
778,129 kr.,54.4792,21.6833,9.42311,64.6545,13.5,,,Abbona
779,129 kr.,,,,,13.5,,,Bindi Sergardi
780,129 kr.,55.3837,26.3531,10.9147,64.5961,14.5,,,Domenico Clerico
781,135 kr.,51.8847,35.2914,22.545,35.8675,14,,,Ponte Lungo
782,135 kr.,63.7837,35.6681,28.8069,21.4468,12.5,,,Tommasi
783,135 kr.,85,48.7384,29.3946,37.5116,13,,,Paternoster
784,135 kr.,45.3465,36.7048,7.90233,44.3939,13,,,Tommasi
785,135 kr.,85,36.9014,34.3477,22.9572,,,,Botter
786,135 kr.,60.9453,35.2777,16.2016,25.4899,,,,Tommasi
787,135 kr.,46.1667,36.7037,9.17431,42.8846,,,,Umberto Cesari
788,139 kr.,85,30.7536,17.5,21.2246,,,,Todaro
789,139 kr.,53.6873,22.2573,3.27448,65.7825,13.5,,,Michele Chiarlo
790,139 kr.,47.5273,39.3379,6.23434,45.5127,13.5,1.5,5.6,Antinori
791,139 kr.,64.9694,39.2737,4.49064,42.8909,14,,,Gabbas
792,139 kr.,65.0909,71.0985,8.65404,80.5732,14.5,,,Emilio Vada
793,139 kr.,47.3095,41.7749,0,43.8571,,,,Mocali
794,139 kr.,60.7356,43.1942,16.9871,31.0409,13,,,Chionetti
795,139 kr.,69.9061,43.5574,35.2268,32.8316,,,,Pietro Zardini
796,145 kr.,46.2214,36.0982,4.62569,42.1659,13,,,Tommasi
797,149 kr.,69.1735,41.7192,20.4382,34.2805,,,,Tenuta di Aglaea
798,149 kr.,65.3501,43.8195,4.80459,44.801,14.5,,,Argiolas
799,149 kr.,69.2873,48.8557,25.9918,32.6496,,,,Venturini
800,149 kr.,35.2712,39.4554,10.8616,59.8461,14,,,Tenuta Ulisse
801,149 kr.,65.2401,74.3138,7.82333,84.0551,,,,Domenico Clerico
802,149 kr.,48.8585,40.367,7.44787,37.8181,,,,Borgo del Tiglio
803,149 kr.,51.9383,40.2878,9.99534,44.9971,,,,Marco Carpineti
804,149 kr.,66.9282,37.6005,37.5143,23.5048,,,,Villa Mattielli
805,149 kr.,55.488,17.6198,10.256,58.9296,,,,Poderi Rosso Giovanni
806,149 kr.,,,,,14,,,St. Michael-Eppan
807,149 kr.,49.5568,40.3996,4.32394,44.8761,13.5,,,La Spinetta
808,149 kr.,55.7045,21.6589,0,57.4409,,,,Balbi Soprani
809,149 kr.,30.939,24.7791,0,68.9949,13,,,J. Hofstätter
810,149 kr.,68.0747,43.82,23.0147,30.3095,14,,,Antolini
811,149 kr.,76.8284,45.6502,24.1537,34.0293,13.5,,,Tenuta delle Terre Nere
812,149 kr.,49.1503,67.8429,0,72.3607,14,,,Cantalici
813,149 kr.,66.1225,42.2778,1.95884,46.763,14,2.8,5,Sella & Mosca
814,159 kr.,29.4612,23.291,0.863702,66.3941,,,,Mazzolino
815,159 kr.,42.5,36.7719,6.3125,33.3281,,,,Moncaro
816,159 kr.,67.4504,35.4501,26.9334,22.8771,14.5,10,5,Tenuta Sant'Antonio
817,159 kr.,69.694,37.7618,19.7151,27.311,,,,Pietro Zardini
818,159 kr.,64.5617,35.8788,18.0596,25.0059,13,,,Tommasi
819,159 kr.,46.2625,47.0906,0,43.75,,,,Buccia Nera
820,165 kr.,81.5946,42.6935,26.1524,27.5509,14.5,0.3,5,Santadi
821,165 kr.,55.7097,61.0594,14.074,57.8834,,,,Buccia Nera
822,165 kr.,49.6043,39.1537,5.91466,45.0064,13.5,,,Umberto Cesari
823,165 kr.,85,37.3576,37.3404,22.2042,14.5,,,Nativ
824,169 kr.,60.4062,44.7229,13.4156,33.0044,14,,,Chionetti
825,169 kr.,82.6952,44.9654,26.7823,29.4235,14,,,Tormaresca
826,169 kr.,,,,,15,,,Vigneti del Salento
827,169 kr.,29.7304,26.91,1.57854,57.6125,13.5,,,St. Pauls
828,169 kr.,40.988,32.3326,11.636,57.0565,12.5,,,Prà
829,169 kr.,44.4727,58.6436,8.35058,69.6093,,,,Monte Bernardi
830,169 kr.,66.8611,74.3152,15.8285,54.4034,14,,,I Tirreni
831,175 kr.,38.0833,33.0833,14.1905,60.4048,,,,Nals Margreid
832,175 kr.,47.2209,41.3837,13.5901,42.157,,,,Cantina Canaio
833,175 kr.,44.9494,42.5212,7.62506,48.9048,13,,,Ampeleia
834,179 kr.,46.4518,44.1272,29.693,42.9649,,,,Castello di Bolgheri
835,179 kr.,57.6043,42.1052,25.1074,32.3358,14.5,,,Massimago
836,179 kr.,46.7636,38.7211,6.41648,44.4578,14,,,Petra
837,179 kr.,,,,,14,,,Corte Medicea
838,179 kr.,52.2113,40.2382,10.793,40.7743,14,,,Le Mortelle
839,180 kr.,56.1827,25.1165,3.43266,63.7016,,,,Scarzello
840,183.33 kr.,55.7548,45.3516,6.19193,45.4048,,,,Lornano
841,,62.7762,45.6927,9.41155,35.8673,14,,,Giovanni Almondo
842,185 kr.,52.9165,60.1822,8.46407,66.1518,15,,,Bibbiano
843,185 kr.,59.5938,50.9147,15.732,30.8793,,,,Brovia
844,185 kr.,44.311,55.8582,4.19208,66.8506,13.5,4.4,5.1,Fattoria di Basciano
845,185 kr.,65.2008,36.0213,30.5799,24.1102,13,,,Tommasi
846,189 kr.,,,,,15,,,Tinazzi
847,189 kr.,53.154,61.6447,5.30132,60.5605,14.5,,,Cantalici
848,189 kr.,51.6703,43.5505,10.1403,45.2018,14.5,,,Rocca di Frassinello
849,189 kr.,53.1424,23.7182,0,55.7576,,,,Ronchi
850,195 kr.,45.4148,54.821,4.49947,62.3098,13.5,,,Mazzei
851,198 kr.,50.2012,46.0277,10.9433,46.426,14.5,,,Fattoria le Pupille
852,198 kr.,60.4784,51.4358,6.0277,38.5426,,,,Vignaioli Contrà Soarda
853,199 kr.,63.8811,78.4343,2.27507,85,14,,,Sobrero
854,249 kr.,54.9974,40.0319,17.245,45.179,14,,,Velenosi
855,199 kr.,53.0392,40.6082,17.9363,42.357,14.5,,,Velenosi
856,199 kr.,81.3431,42.8774,23.4062,27.3018,13,,,Sella & Mosca
857,199 kr.,53.6379,26.2697,2.17013,61.9114,,,,La Gironda
858,199 kr.,66.3101,49.9535,13.7414,32.11,14.5,,,Domenico Clerico
859,199 kr.,81.2139,50.259,19.8614,33.759,,,,Argiolas
860,199 kr.,66.8681,62.9895,9.21895,52.6371,14,1,5,Antinori
861,199 kr.,50.3964,44.2408,15.0129,44.2749,14.5,,,Petra
862,199 kr.,61.3268,68.6517,1.76404,85,14.5,,,Pier
863,199 kr.,82.3325,29.9792,46.189,25.1416,16.5,,,Zanoni
864,199 kr.,49.4546,41.4055,7.28008,45.9942,13.5,,,Jacopo Biondi-Santi
865,199 kr.,,,,,14,,,Fattoria del Cerro
866,199 kr.,56.5501,23.045,7.59956,62.1187,,,,Poderi Rosso Giovanni
867,199 kr.,43.4132,38.7003,15.8807,60.8142,14,7,5.6,Tenuta Ulisse
868,199 kr.,53.2028,20.0472,14.6606,60.9761,14,,,Barale Fratelli
869,299 kr.,46.9259,28.5694,17.8565,59.9306,14.5,,,Villa Susti
870,199 kr.,49.3278,60.9641,8.6197,61.6013,12.5,,,San Michele a Torri
871,128.86 kr.,61.09,40.384,14.2934,34.4323,12.5,0.08,5.07,Foradori
872,200 kr.,40.9938,37.9783,3.12886,50.8474,12.5,,,Ampeleia
873,205 kr.,80.86,41.0226,27.0321,30.1654,,,,Mazzei
874,205 kr.,55.2193,24.8532,5.54907,63.7503,14.5,,,Coppo
875,205 kr.,64.4992,43.5849,17.6072,30.4596,14.5,,,Abbona
876,209 kr.,53.9518,50.8533,2.8847,45.3019,14.5,,,Fattoria Colleallodole Milziade Antano
877,219 kr.,60.5014,21.0968,0,56.2675,,,,Alfiero Boffa
878,219 kr.,,,,,14.5,,,MonteRosola
879,220 kr.,44.264,45.3897,8.17458,44.354,,,,Ampeleia
880,225 kr.,70.206,40.5106,21.955,33.8404,14.6,,,Mazzei
881,225 kr.,43.375,49.8864,0,62.9046,,,,Buccia Nera
882,229 kr.,63.4372,32.0272,0,60.9833,,,,Poderi Rosso Giovanni
883,229 kr.,59.7665,28.1612,4.91913,67.8132,14.5,,,Claudio Alario
884,229 kr.,63.682,68.4802,6.31517,85,14.5,,,Pasquale Pelissero
885,229 kr.,70.269,42.6975,20.6987,30.9802,,,,Tenuta di Aglaea
886,229 kr.,65.8574,44.1028,13.8242,42.8007,14.5,,,Gabbas
887,230 kr.,43.4929,32.7988,18.0838,45.2771,,,,Il Borro
888,235 kr.,46.3566,40.4279,5.86869,45.7898,,,,Mazzei
889,235 kr.,48.6457,35.5211,6.95909,43.2568,13.5,,,Umberto Cesari
890,238 kr.,50.3349,42.6257,0.286182,46.6174,14,,,Il Borro
891,238 kr.,55.4583,25.5278,3,65.3611,,,,La Vedetta
892,239 kr.,50.3645,40.8538,4.9001,46.1667,,,,Umberto Cesari
893,239 kr.,83.4804,21.7738,53.0028,24.9247,,,,Antolini
894,239 kr.,67.432,36.551,33.625,26.2895,15,2,5,Roveglia
895,239 kr.,50.5946,43.0205,7.71047,45.2654,14.5,,,Rocca di Frassinello
896,239 kr.,62.4706,40.407,27.5334,27.8601,15,,,Prà
897,245 kr.,66.5348,65.3436,7.71444,55.2482,14.5,0,5,Castello di Bolgheri
898,249 kr.,52.5159,42.6658,6.56032,46.275,13.5,,,Fattoria di Basciano
899,249 kr.,63.6905,82.0397,0,85,,,,Cascina Val del Prete
900,249 kr.,51.1223,18.807,12.2782,64.2383,,,,Cesare Bussolo
901,249 kr.,70.0585,40.3699,28.1733,25.0855,16,,,Le Guaite di Noemi
902,249 kr.,42.678,46.1603,23.9755,66.1857,13,,,Marchesi de Cordano
903,249 kr.,49.4092,32.5171,33.5959,51.8579,13,,,Le Guaite di Noemi
904,249 kr.,72.1667,45.9667,29.0133,25.18,15,,,Tenuta del Principe
905,259 kr.,53.7965,54.7733,0,63.8198,,,,Podere Casanova
906,259 kr.,,,,,14,,,Antinori
907,260 kr.,30.1573,22.8967,4.8058,63.6656,13,,,Franz Haas
908,260 kr.,43.3777,42.6855,2.79114,50.1667,14,,,Le Potazzine
909,269 kr.,62.0053,41.8266,16.8946,34.2375,,,,Massimago
910,269 kr.,,,,,13.5,,,Cecchi
911,275 kr.,56.3504,25.937,3.92935,63.5164,15,,,E. Pira & Figli
912,275 kr.,49.5948,44.6421,7.97586,48.3784,13.5,,,Ampeleia
913,275 kr.,56.1962,69.1346,0,85,,,,Luigi Giordano
914,275 kr.,72.442,45.747,21.4673,36.7258,14.5,,,Romeo del Castello
915,279 kr.,31.1364,36.3836,1.95591,67.6736,,,,Giulia Negri
916,280 kr.,60.6434,78.5261,4.14532,84.5274,14,,,Sandrone
917,286 kr.,61.8827,77.644,7.08709,84.6633,14.5,,,Pio Cesare
918,289 kr.,85,29.3538,41.5344,32.4296,,,,Pietro Zardini
919,295 kr.,71.8703,40.1079,13.388,26.1037,,,,Sorelle Bronca
920,295 kr.,54.8535,21.4496,2.53265,70.0998,,,,Brovia
921,,49.5753,45.6213,11.502,45.1536,,,,Castello di Bossi
922,299 kr.,49.72,75.1145,4.1158,78.7807,14.5,,,Forte Masso
923,299 kr.,85,19.0503,55.952,23.6504,16,,,Antolini
924,299 kr.,80.4926,40.7086,23.0645,29.4331,,,,Cavalier Pepe
925,299 kr.,83.5337,50.9062,24.5753,34.2552,14,,,Antonio Caggiano
926,299 kr.,47.0649,44.1619,4.87975,50.5273,14,,,Il Marroneto
927,299 kr.,85,56.3677,22.5315,30.9393,,,,Ippolito 1845
928,299 kr.,47.8573,61.9257,15.4232,66.6841,14.5,,,Castello di Radda
929,299 kr.,65.6621,81.4856,0,85,14.5,,5,Pira Luigi
930,299 kr.,,,,,14.5,,,Tormaresca
931,299 kr.,54.3456,60.5349,5.96507,67.0643,,,,Sobrero
932,300 kr.,64.121,85,10.4611,85,14,,,Giovanni Almondo
933,300 kr.,85,31.4675,42.5418,23.5414,,,,Speri
934,305 kr.,66.8251,81.0185,0.16255,85,,,,Abbona
935,318 kr.,64.382,82.5765,1.8858,85,14,,,Barale Fratelli
936,,62.9202,48.5862,11.7996,32.637,14,,,Borgogno
937,,63.8554,75.5439,5.50662,85,14,,,Cascina Luisin
938,35.51 kr.,80.4684,48.9066,31.9699,29.9494,,,,Latentia Winery
939,329 kr.,85,45.3474,22.4228,29.1075,,,,Paternoster
940,329 kr.,54.8203,38.8187,4.13148,41.9666,,,,Podere Monastero
941,349 kr.,63.5867,75.2644,0.074835,83.2611,,,,Gian Piero Marrone
942,349 kr.,81.7439,49.8781,12.1509,30.9939,,,,Tenuta di Aglaea
943,349 kr.,78.5796,44.9942,23.7185,33.8111,14,,,Tenuta delle Terre Nere
944,350 kr.,51.861,42.8569,15.8187,44.1524,15.5,,,Tenuta di Trinoro
945,350 kr.,63.0677,69.9905,2.11665,82.9365,,,,Cascina Luisin
946,,61.0684,69.1752,2.88875,84.1624,14,,,Reverdito
947,359 kr.,85,49.931,24.8795,31.8262,14,,,Elena Fucci
948,359 kr.,43.9058,38.0315,11.2243,50.2169,,,,Podere Monastero
949,365 kr.,65.6907,38.0696,12.7809,19.2938,13.5,,,Cascina d'Or
950,369 kr.,55.6851,47.3117,4.39518,42.8173,14.5,,,Fattoria Colleallodole Milziade Antano
951,369 kr.,81.5723,22.7947,46.58,26.1648,16,,,Massimago
952,375 kr.,61.183,69.7449,0,85,14,,,Luigi Oddero
953,375 kr.,63.0116,78.6244,2.22616,81.8599,14,,,Scarzello
954,379 kr.,62.6816,77.5654,5.48071,81.4144,15,,,Abbona
955,385 kr.,63.9108,44.5969,18.0822,28.8471,14,2.9,5.6,La Spinetta
956,385 kr.,58.8971,25.0225,14.9438,63.2981,14.5,,,La Spinetta
957,385 kr.,55.3087,26.1951,9.79539,63.8021,14.5,,,La Spinetta
958,389 kr.,64.6293,72.5045,11.6225,79.9444,14,,,Camerano
959,389 kr.,65.4306,65.7318,5.50973,52.535,,,,Caccia Al Piano
960,399 kr.,85,49.4235,28.2471,29.7059,,,,Tenuta di Aglaea
961,399 kr.,50.6823,77.0578,7.41314,84.1922,13.5,,,Nervi
962,399 kr.,,,,,15,,,La Madonnina
963,399 kr.,60.8555,79.7551,6.28335,82.7931,14,,,Giulia Negri
964,399 kr.,64.02,80.6588,2.54478,82.861,14.5,,,Claudio Alario
965,399 kr.,62.5583,72.2819,1.73687,85,14.5,,,La Spinetta
966,399 kr.,74.8814,44.4752,23.9795,34.4894,14,,,Tenuta delle Terre Nere
967,399 kr.,55.2941,20.7279,5.48382,64.7652,,,,Michele Chiarlo
968,399 kr.,83.0902,43.6668,31.1503,26.2019,14.5,0.4,4.9,Santadi
969,409 kr.,84.5074,43.5827,26.6078,32.6413,,,,Mazzei
970,409 kr.,47.7751,56.5962,7.92054,64.8375,13.5,,,Mazzei
971,409 kr.,42.5299,33.0017,9.47054,51.2208,,,,Podere Santa Felicita
972,425 kr.,83.7878,45.8675,22.0979,29.9507,14,,,Paternoster
973,425 kr.,85,29.8379,47.6907,26.5158,16,,,Begali Lorenzo
974,429 kr.,59.7676,77.5135,6.65962,85,14,,,Camerano
975,439 kr.,33.5361,24.5414,6.25428,68.6341,13,,,Franz Haas
976,449 kr.,61.7855,78.3551,4.47627,85,14,,,Vietti
977,449 kr.,63.5724,51.8704,9.11437,37.1655,,,,Chiara Condello
978,449 kr.,47.7528,45.7069,5.63073,48.4275,,,,Castellare
979,450 kr.,63.5475,70.9276,8.24467,85,15,,,Cigliuti
980,459 kr.,53.5173,23.3669,8.86443,65.1665,,,,Pio Cesare
981,479 kr.,66.3652,81.8256,12.4142,83.7103,13.5,,,Pira Luigi
982,495 kr.,48.0579,56.5411,10.6526,58.5108,,,,Castello di Monsanto
983,495 kr.,59.6998,79.4698,9.3088,81.953,14,,,Scarzello
984,495 kr.,55.7646,47.6679,15.1231,45.7743,,,,Castello di Monsanto
985,499 kr.,60.4056,77.8481,9.19749,84.1095,13.5,,,Nervi
986,499 kr.,61.316,69.0042,7.03438,85,13,,,Pio Cesare
987,499 kr.,54.2153,80.0271,14.208,82.9187,,,,Giulia Negri
988,499 kr.,54.9415,39.3011,14.6504,42.2107,14,,,Le Mortelle
989,499 kr.,66.625,35,5.75,36.375,,,,Poderi Rosso Giovanni
990,499 kr.,81.1398,42.3519,25.3753,28.0448,13,,,Sella & Mosca
991,500 kr.,64.4977,37.0969,14.332,31.1186,,,,Mara
992,539 kr.,60.6551,79.246,7.07761,85,,,,Barale Fratelli
993,540 kr.,76.9276,31.6875,26.4178,14.523,,,,Jamie's Italian
994,550 kr.,60.5523,85,0.965118,85,,,,Luigi Oddero
995,569 kr.,48.4561,60.0866,5.6414,62.4096,,,,San Polino
996,595 kr.,63.5982,76.2847,7.06622,85,14,,,Icardi
997,599 kr.,67.3397,85,4.85798,85,14.5,,,Domenico Clerico
998,599 kr.,56.4923,73.7156,4.82948,85,,,,Michele Chiarlo
999,599 kr.,55.4237,39.584,5.19771,47.6929,14.5,,,La Spinetta
1000,599 kr.,63.3098,72.7742,5.36028,82.1467,14.5,,,Brovia
1001,599 kr.,52.134,44.7529,15.4073,46.2654,14.5,,,Fattoria le Pupille
1002,599 kr.,61.2311,81.7637,7.08153,82.2566,0,,,Brovia
1003,599 kr.,56.0537,44.7353,13.3395,44.8924,14,,,Castellare
1004,658 kr.,59.01,78.6651,2.53869,83.3827,,,,Barale Fratelli
1005,699 kr.,62.8107,79.5617,8.93632,85,14,,,Michele Chiarlo
1006,699 kr.,65.068,79.3304,14.5355,84.0234,14.5,,,Domenico Clerico
1007,750 kr.,61.0518,75.6004,5.65552,82.5813,,,,Luigi Oddero
1008,750 kr.,66.7777,81.2758,8.23646,85,14,,,E. Pira & Figli
1009,799 kr.,60.1379,57.9972,6.59454,46.8172,,,,Fattoria Colleallodole Milziade Antano
1010,799 kr.,61.4936,68.9746,0,85,,,,Rivella Silvia
1011,850 kr.,65.2541,85,4.18316,84.4531,14,,,Sandrone
1012,95 kr.,65.469,73.4012,0,81.6634,,,,Lano Gianluigi
1013,81.26 kr.,62.9104,82.3632,2.63679,80.4057,,,,Vincenzo Bossotti
1014,59 kr.,45.6985,39.3015,0,42.5,,,,Castello Delle Regine
1015,35.69 kr.,85,53.4286,22.9643,17.5,14,,,Castello dei Conti
1016,73.95 kr.,67.1646,28.3018,54.1372,26.6707,14,,,Castello dei Conti
1017,146.50 kr.,67.5,53.7805,11.5701,35.7012,,,,Le Strette
1018,152.28 kr.,57.0398,17.1324,9.08195,68.0368,,,,Reverdito
1019,62.03 kr.,62.5238,28.5238,34.3571,14.2381,,,,Conti Zecca
1020,82.14 kr.,85,48.7226,23.7258,33.2032,,,,Villa Degli Olmi
1021,173.65 kr.,51.8599,54.1677,3.97339,62.1138,,,,Azienda Agricola Il Palagio
1022,149 kr.,65.17,38.5642,19.5547,30.0795,,,,Tedeschi
1023,212.28 kr.,46.4588,45.0991,13.7202,47.2864,,,,Rocca di Castagnoli
1024,290.49 kr.,79.7905,25.2544,43.8548,29.507,,,,Albino Armani
1025,299 kr.,67.6864,76.095,1.71218,85,,,,Bonfante & Chiarle
1026,86.12 kr.,74.9074,43.4691,30.142,26.8858,,,,Fazio
1027,179 kr.,52.2534,44.5673,25.0404,56.37,,,,Terre di Pietra
1028,,64.8143,42.0036,15.9964,29.3143,,,,Speri
1029,,48.1402,16.5488,0,56.5976,,,,La Casaccia
1030,177.61 kr.,67.0606,22.5883,5.50374,59.8114,,,,Scagliola
1031,103.24 kr.,69.4857,42.7392,20.9866,25.6764,,,,Tedeschi
1032,499 kr.,46.24,58.5816,10.7946,61.3932,14.5,,,Bibbiano
1033,414.48 kr.,48.2979,38.342,10.0238,46.5045,,,,Ricasoli
1034,70 kr.,64.2391,42.5,9.8913,20.7609,,,,Coste Scaligere
1035,39.95 kr.,67.5,42.5,5,17.5,,,,
1036,89 kr.,63.0346,17.8744,36.9067,9.14516,,,,Pescarpa
1037,598 kr.,50.7071,61.5157,11.9124,64.1793,,,,Azienda Agricola Il Palagio
1038,197.39 kr.,62.787,39.4584,15.5821,32.3101,,,,Manincor
1039,78.55 kr.,79.0322,40.4152,25.2633,29.3561,,,,Santa Tresa
1040,335.19 kr.,67.2749,38.7781,27.6051,24.3982,,,,Vaona
1041,143.15 kr.,47.7,30.7731,0,46.3731,,,,Stefania Mezzetti
1042,90 kr.,42.9196,41.2909,0,50.3933,,,,Azienda Agricola Il Palagio
1043,90 kr.,67.5,46.9889,5.35,17.5,,,,Albino Armani
1044,147.21 kr.,44.9466,69.4414,1.05862,68.95,,,,Sammontana
1045,119 kr.,58.0556,38.375,9.78056,23.1181,,,,Tommasi
1046,109.29 kr.,66.8654,42.4324,19.6136,26.1687,,,,Allegrini
1047,69.95 kr.,65.8548,22.7997,41.4892,13.4207,,,,Mondo del Vino
1048,105 kr.,54.4318,18.2013,37.9643,9.15909,,,,Botter
1049,180.83 kr.,79.4582,44.6255,24.9637,19.0993,,,,Curatolo Arini
1050,299 kr.,83.3552,26.9545,48.9284,33.1178,,,,Terre di Pietra
1051,506.50 kr.,58.9367,78.2305,5.43394,81.4931,,,,Ettore Germano
1052,100.56 kr.,62.4046,72.2338,4.07869,74.5564,,,,Giovanni Almondo
1053,,55.6562,26.9688,0,68.2383,,,,Lano Gianluigi
1054,185 kr.,66.6936,35.4604,28.5549,28.0244,,,,Benedetti
1055,169 kr.,83.539,42.7683,20.0451,20.5183,,,,Ampelon
1056,265.88 kr.,73.6476,36.0835,35.3668,26.1566,13.5,,,Nugnes
1057,140.35 kr.,61.9444,41.8933,10.5468,35.9795,,,,Gian Piero Marrone
1058,125 kr.,70.081,23.0932,53.2575,12.9294,,,,Ronco di Sassi
1059,185.47 kr.,49.813,41.419,16.7612,67.0596,14.5,,,Torre dei Beati
