,price,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
1724,399 kr.,85,40.9162,33.9523,24.8934,15,,,Gianfranco Fino
1725,66.29 kr.,42.1073,40.5227,12.4852,43.4524,13,,,Frescobaldi
1726,149 kr.,,,,,14,,,Farnese
1727,165 kr.,47.4673,37.6825,14.6339,42.3903,14,,,Piccini
1728,174.66 kr.,84.2327,37.1791,43.1872,23.2735,14.5,,,San Marzano
1729,137.80 kr.,84.2327,37.1791,43.1872,23.2735,14.5,12,12,San Marzano
1730,62.93 kr.,33.8987,39.0532,3.51497,64.6561,12.5,,,Cantina Zaccagnini
1731,43.03 kr.,51.8674,39.0488,26.0255,37.8163,14,,,Astrale
1732,67.17 kr.,55.7704,29.5416,35.5503,22.3509,,,,Torrevento
1733,71.80 kr.,62.6914,39.1222,50.8174,18.4109,5.5,,,Stella Rosa
1734,225 kr.,47.5437,39.4723,6.17349,44.6331,14,0,,Ornellaia
1735,59 kr.,66.6049,36.1226,25.0357,22.0987,,,,Cantine di Ora
1736,85 kr.,47.4673,37.6825,14.6339,42.3903,,,,Piccini
1737,75.88 kr.,62.718,38.0254,46.8275,19.3519,5,,,Stella Rosa
1738,94.67 kr.,44.8876,54.4745,2.70682,64.5835,13,1,,Ruffino
1739,85.30 kr.,65.1595,34.3106,22.7583,23.1217,,,,Famiglia Pasqua
1740,69.95 kr.,79.7273,37.1267,38.4846,24.0946,15,,,Contri
1741,55.49 kr.,44.5573,39.5468,1.38713,45.0949,13,,,Carpineto
1742,49.83 kr.,67.7434,35.4089,20.423,22.15,14.2,,,Gran Passione
1743,179 kr.,67.315,22.7522,43.8461,12.8572,14,,,San Marzano
1744,39.33 kr.,61.5431,39.1429,12.5718,26.0889,12,,,Masi
1745,75 kr.,85,20.6557,50.1755,20.5938,,,,Masi
1746,49.75 kr.,37.2186,51.5039,5.4723,61.641,,,,Cecchi
1747,124 kr.,62.7229,19.9222,43.9822,12.5217,12.5,10,,Varvaglione
1748,99 kr.,85,39.68,43.1405,18.9983,,,,Barone Montalto
1749,56.04 kr.,58.0093,23.6086,38.7211,21.8054,,,,Corello
1750,260 kr.,48.1407,39.4122,4.86036,44.7802,13.5,,,Gaja
1751,151.58 kr.,85,38.9511,39.7516,23.0862,13.5,,,Cantina Diomede
1752,60 kr.,62.869,39.554,19.6649,27.0231,,,,Masi
1753,64.91 kr.,43.2129,39.2187,8.54677,48.5636,,,,Cecchi
1754,49.22 kr.,70.5416,35.4382,30.3495,27.173,,,,Corello
1755,86.40 kr.,45.2099,39.8854,4.80903,46.7899,13.5,0,5,Brancaia
1756,64.95 kr.,82.2589,38.9883,25.4982,27.3352,13.5,,,Tasca d'Almerita
1757,71.45 kr.,54.4933,27.597,5.95773,64.6893,,,,Batasiolo
1758,41.65 kr.,41.9703,29.1513,48.4013,30.0497,,,,Cantina Puianello
1759,139.21 kr.,66.2779,40.2103,24.2961,27.8319,14.5,,,Cà dei Frati
1760,292.80 kr.,50.928,43.7144,8.03101,45.9615,14.4,,,Luce della Vite
1761,60 kr.,65.1563,39.7308,20.4736,26.6278,,,,Tenuta Valleselle
1762,63.31 kr.,41.7225,30.5715,13.5116,55.7929,12,,,Masi
1763,62.31 kr.,77.3409,43.1334,23.8622,31.3023,13,,5,Donnafugata
1764,31.62 kr.,49.1055,36.5576,18.9756,30.7676,,,,Cielo e Terra
1765,109.50 kr.,,,,,,,,Ronco di Sassi
1766,89.49 kr.,55.9611,35.8408,15.1228,24.131,,,,Masi
1767,63.54 kr.,35.0579,43.1837,4.12248,64.7334,13.5,2.5,5.6,Illuminati
1768,74.50 kr.,44.3625,54.6927,6.91817,59.0736,,,,Piccini
1769,96.76 kr.,85,38.1463,22.3689,21.8384,,,,Duca di Castelmonte
1770,89.73 kr.,63.9996,36.1778,31.5693,26.9887,13.5,,,Corte Giara
1771,299 kr.,85,24.7273,48.4916,23.4268,15,,,Tenuta Sant'Antonio
1772,88.39 kr.,56.1556,30.3481,35.011,24.9071,,,,Torrevento
1773,246.56 kr.,85,22.8913,47.1438,23.5252,,,,Luigi Righetti
1774,183.38 kr.,41.2735,44.2235,6.27208,65.6856,14,,,Masciarelli
1775,165 kr.,54.6548,20.8163,4.85176,64.7932,14,,,Marchesi di Barolo
1776,51.73 kr.,32.1416,37.2795,4.00125,62.6713,13,,,Umani Ronchi
1777,94.33 kr.,43.3613,42.7731,16.3936,44.916,,,,Monte Guelfo
1778,139 kr.,43.7249,28.3937,16.8386,54.9678,,,,Tommasi
1779,62.50 kr.,44.5645,57.6688,4.42424,62.118,,,,Cecchi
1780,71.77 kr.,58.4715,42.7032,16.34,32.9179,13,,,Batasiolo
1781,89.95 kr.,68.5059,25.1716,48.0003,12.918,,,,Corterosso
1782,66.29 kr.,65.5239,21.198,43.2446,14.3268,14,,,Pietra Pura
1783,176.46 kr.,50.2398,40.885,10.259,44.2244,14,,,Biserno
1784,105.43 kr.,66.935,22.5565,41.2283,13.3057,14.5,,,Masseria Altemura
1785,59.51 kr.,62.4554,29.0197,37.6421,20.0234,,,,Azienda Vinicola Losito e Guarini
1786,90.52 kr.,54.8494,43.5919,17.6627,19.9834,,,,Fantinel
1787,140 kr.,43.0557,55.5416,3.3521,63.7254,14,,,Ricasoli
1788,75 kr.,67.8135,18.0296,45.9667,9.17902,13.5,,,Zensa
1789,78.12 kr.,66.698,18.7022,45.1709,10.8298,,,,Pasqua
1790,217.05 kr.,83.8569,38.2014,38.8265,24.5799,14,8,5,Cellaro
1791,149 kr.,66.5522,38.161,29.4265,23.6169,14,,,Tenuta Sant'Antonio
1792,64.43 kr.,54.2522,21.0273,5.82276,63.531,13.5,,,Fontanafredda
1793,124.31 kr.,37.1979,37.8966,19.0083,62.6878,14,,,Lunaria
1794,102.05 kr.,46.8848,56.117,5.00992,63.2574,13,,,San Felice
1795,58.10 kr.,72.3043,33.0756,35.6573,23.2416,12.5,9,5,Luccarelli
1796,102.38 kr.,48.0496,41.4649,2.53266,46.2886,14,,,Renieri
1797,110.98 kr.,64.8518,41.2079,21.4783,26.0383,,,,Masi
1798,135.38 kr.,62.5355,79.4384,1.61072,85,13.5,,,Vietti
1799,125 kr.,67.6609,36.8682,21.8475,22.5393,15,,,Tinazzi
1800,94.58 kr.,78.3742,43.5348,28.572,28.4167,,,,Duca di Castelmonte
1801,50.24 kr.,43.859,54.2377,4.33813,65.4475,,,,Cantine Leonardo da Vinci
1802,495 kr.,67.5516,35.4205,30.4339,19.6931,,,,Tinazzi
1803,109 kr.,85,38.9514,25.4121,23.899,13,,,Tormaresca
1804,70.58 kr.,51.3164,24.3286,8.98603,60.7978,,,,Giacosa Fratelli
1805,139 kr.,61.2757,41.1118,15.5486,34.9374,13.5,,,G.D. Vajra
1806,89 kr.,66.0012,21.598,40.7938,14.7834,14,8,,Varvaglione
1807,149 kr.,67.3259,36.218,31.6469,21.4349,14,,,Domini Veneti
1808,156.53 kr.,71.8154,22.0849,44.5821,11.9721,14,14,5,Vigneti del Salento
1809,83.54 kr.,54.3531,21.1289,7.42362,62.3139,13.5,2,2,Pico Maccario
1810,66.29 kr.,85,33.0935,36.6986,20.4295,13.5,17,,Baglio Gibellina
1811,139.99 kr.,44.8999,56.9605,6.64167,63.3688,,,,Piccini
1812,61.35 kr.,60.1476,45.4935,16.4936,30.7814,,,,Braschi
1813,70 kr.,66.388,36.9568,29.3185,23.5924,,,,Luigi Righetti
1814,621.72 kr.,61.4424,65.8758,8.95883,54.2007,14,,,Gaja
1815,33.57 kr.,64.695,36.1623,28.4208,31.935,,,,Cielo e Terra
1816,59.50 kr.,78.7686,35.1889,28.8312,25.2507,13.5,13,5,Vanitá
1817,61.35 kr.,53.0991,38.8663,0,42.1447,,,,Fattoria il Canneto
1818,37.88 kr.,42.6084,37.616,6.01602,45.2573,,,,Grifone
1819,151.05 kr.,85,39.2835,38.9155,22.9058,14.5,12,5,San Marzano
1820,225.77 kr.,51.0516,42.1518,6.48459,44.805,13.5,,,Ruffino
1821,112.03 kr.,66.0594,34.3512,26.8373,21.759,13.5,,,Cesari
1822,99 kr.,69.6658,17.8158,46.9563,7.14519,,,,Grande Alberone
1823,52.55 kr.,44.2724,51.3618,1.55796,59.8654,12.5,,,Cantine Leonardo da Vinci
1824,104.30 kr.,65.1918,36.8031,30.2866,22.1338,14,,,Cantina Valpantena
1825,207.63 kr.,85,24.2848,49.4321,22.0879,,,,Bottega
1826,43.36 kr.,44.4319,39.4102,9.3188,44.7488,,,,Cecchi
1827,109 kr.,56.246,25.3112,8.86207,61.8261,,,,Enzo Bartoli
1828,300 kr.,50.3606,23.2836,9.56566,58.5704,,,,San Silvestro
1829,186.91 kr.,45.9585,40.2052,7.6207,43.9428,13.5,,,Antinori
1830,99.99 kr.,65.8065,37.8575,25.6234,24.7439,,,,Bolla
1831,99.95 kr.,48.3896,33.4259,14.6943,41.8855,,,,Duca di Saragnano
1832,282.97 kr.,68.0752,65.98,11.3334,54.1344,15,,,Poggio Al Tesoro
1833,60 kr.,66.6177,35.5621,32.1439,22.3604,,,,Cantina Valpantena
1834,52.07 kr.,45.1482,38.4238,7.17035,45.3199,,,,Falesco
1835,238.35 kr.,47.9626,56.2422,9.83867,63.6101,15.5,,,San Felice
1836,64.49 kr.,48.5328,39.5943,19.4168,35.3449,,,,Tenuta Valleselle
1837,155.50 kr.,65.5155,24.3198,44.3145,13.2261,14,,,Luccarelli
1838,58.84 kr.,47.8569,37.5021,11.5885,43.7824,13,,,Casale del Giglio
1839,122.38 kr.,76.4642,42.7345,23.9939,37.1127,12.5,,,Occhipinti
1840,123.45 kr.,70.1152,22.7526,48.3526,10.9048,,,,Poggio le Volpi
1841,81.19 kr.,53.0572,40.777,18.1511,41.9946,14,,,Poggio le Volpi
1842,88.90 kr.,78.4882,42.7555,22.9164,31.7999,13,2,,Planeta
1843,83 kr.,64.686,18.4985,50.2349,7.08965,,,,Torre de Lancia
1844,330.90 kr.,45.0889,57.8694,5.30915,64.5205,13,,,Castello di Ama
1845,256.98 kr.,84.4553,35.7973,37.8859,25.2253,14.5,11,,Cantine due Palme
1846,93.46 kr.,69.5685,50.0536,4.78572,33.131,,,,Fantinel
1847,94.30 kr.,36.0049,39.8361,3.47056,63.0971,13.5,,,Umani Ronchi
1848,273.14 kr.,83.4354,43.5117,28.9691,27.4602,13,,,Donnafugata
1849,103.15 kr.,54.2179,21.1395,20.6801,54.4126,,,,Marco Pontarelli
1850,58.57 kr.,63.1624,35.8265,26.366,25.6505,,,,Sartori
1851,126.63 kr.,62.0345,76.1008,0.659743,84.6355,,,,Renato Ratti
1852,99 kr.,66.5596,23.3565,41.2279,15.9857,14,,,Masseria La Volpe
1853,69.50 kr.,45.5551,37.9967,3.53446,45.0701,,,,Poggio Al Casone
1854,99 kr.,45.5286,39.7166,2.79481,45.4754,13.5,,,Villa Pillo
1855,204.96 kr.,60.027,73.8816,2.485,81.4023,14,,,Araldica
1856,225 kr.,63.1471,40.4308,23.9473,26.7057,,,,Conselve - Sansovino
1857,144.91 kr.,66.8979,66.8421,8.93543,54.5421,14,,,Poggio Al Tesoro
1858,299 kr.,82.6925,41.0456,30.0554,27.4921,,,,Punica
1859,65 kr.,84.622,36.8676,37.7515,21.9009,,,,Tagaro
1860,73.08 kr.,66.1972,21.5267,40.5027,12.6034,,,,Menhir
1861,73.74 kr.,66.953,25.2028,39.8611,19.3404,,,,Paololeo
1862,50 kr.,47.6676,35.3867,17.2658,40.128,,,,Piccini
1863,52.09 kr.,42.2327,35.7043,35.4376,33.6395,,,,Carpineto
1864,99 kr.,65.5786,25.9602,35.1404,18.2639,13.5,,,Tormaresca
1865,72.46 kr.,66.841,20.801,41.3862,11.9719,14,,,Tommasi
1866,81.38 kr.,85,37.5306,38.3768,21.9244,14.5,12,5,Masca del Tacco
1867,65 kr.,55.6337,36.5416,22.1425,32.6157,,,,Miliasso
1868,88.09 kr.,67.3518,20.3965,41.8296,10.6176,,,,Layer Cake
1869,62.20 kr.,41.5562,38.011,8.77077,41.1515,12.5,,,Poderi dal Nespoli
1870,245.50 kr.,82.5887,24.6084,48.3898,24.2036,15,,,Corte Giara
1871,129 kr.,66.49,35.9672,30.1924,24.2085,14,,,Zeni
1872,55.86 kr.,72.8821,34.1085,35.9197,27.1559,12.5,,,Cantine due Palme
1873,80 kr.,67.5649,22.2035,43.3811,12.6395,,,,Contessa Carola
1874,88.95 kr.,49.0361,43.1878,5.49956,44.7243,15,,,Aia Vecchia
1875,79 kr.,83.2096,34.7886,27.8582,25.4947,13,,,Farnese
1876,66 kr.,78.9066,39.2173,22.2905,25.8517,14,,,Tombacco
1877,100 kr.,72.7912,40.9709,48.8496,29.2173,,,,Contessa Carola
1878,167.59 kr.,83.7528,45.3234,27.9338,28.9712,,,,Mastroberardino
1879,54.67 kr.,35.4618,40.0635,0.92512,63.7931,12.5,,,Zonin
1880,189.95 kr.,62.513,37.4327,22.4507,28.2176,14.5,,,Montalbera
1881,85 kr.,85,35.3312,35.7636,23.7703,12.5,9,,Varvaglione
1882,86.23 kr.,49.3969,26.6368,40.5212,24.6439,,,,Brondello
1883,94.77 kr.,51.1114,20.0525,4.67476,63.4956,,,,Marchesi di Barolo
1884,40.45 kr.,35.9716,46.737,15.1318,58.7086,,,,Castellani
1885,291.54 kr.,48.7508,45.107,9.00871,51.8109,13.5,,,Ricasoli
1886,88.47 kr.,85,40.4931,25.5418,26.4378,,,,Cupertinum
1887,249 kr.,54.0387,57.6385,4.35956,66.1771,13,,,Salcheto
1888,102.42 kr.,66.32,37.0207,31.4702,22.514,,,,Domini Veneti
1889,69.95 kr.,68.3673,23.0643,41.5392,9.3518,,,,Sani
1890,32.97 kr.,61.3528,37.2373,45.1457,20.8883,,,,Riunite
1891,159.77 kr.,45.0704,42.7008,3.01758,49.2696,,,,Tenuta Il Poggione
1892,44.32 kr.,74.8259,31.627,39.0644,21.349,13,,,Montedidio
1893,66.04 kr.,68.6862,23.6691,42.7303,13.5156,14,15,6,Masca del Tacco
1894,170.74 kr.,55.0758,19.9116,3.5064,67.6668,13,,,Marchesi di Barolo
1895,50 kr.,59.3264,39.1754,17.2194,23.0214,,,,Le Arche
1896,49 kr.,85,40.4782,40.1781,18.5998,,,,Amore Passo
1897,45.36 kr.,35.4484,46.3056,10.2243,57.7335,12.5,,,Bonacchi
1898,51.73 kr.,66.2191,23.3885,40.4357,13.9686,14,,,Castello Monaci
1899,141.52 kr.,66.825,68.1956,10.0698,54.343,14.5,1.5,4.8,Tenuta Argentiera
1900,324.67 kr.,54.6378,42.8231,16.5067,43.5914,14.5,,,Biserno
1901,38.25 kr.,59.812,40.417,16.3554,39.0126,,,,Loggia dei Sani
1902,109 kr.,47.3483,38.2352,7.49948,41.0553,13.5,,,Santa Cristina
1903,193.66 kr.,47.4953,53.8529,2.33854,65.4688,14,,,Ruffino
1904,139 kr.,66.9754,21.611,42.6383,13.0583,14.5,,,Masseria Borgo dei Trulli
1905,312.84 kr.,85,23.8111,48.0434,22.6823,,,,Bolla
1906,88.18 kr.,45.389,37.0365,0.64332,46.0754,13.5,,,La Maialina
1907,108.71 kr.,57.4003,23.638,8.59515,65.615,14.5,0,6.08,Braida
1908,96.26 kr.,63.19,81.3264,2.41201,85,13.5,,,Fontanafredda
1909,110 kr.,48.0675,38.8759,21.6176,42.0117,,,,Passi-Reali
1910,174.65 kr.,62.4895,64.0212,2.39539,53.6788,14.5,,,Banfi
1911,389.04 kr.,58.3175,26.1068,13.7094,65.546,15,3,6.82,Braida
1912,86.81 kr.,35.361,34.9611,10.8526,62.4712,13,,,Talamonti
1913,85 kr.,55.033,19.8889,23.3538,61.9807,14,,,San Silvestro
1914,121.04 kr.,54.4274,56.2702,1.415,64.0784,14,,,Ruffino
1915,75 kr.,68.5765,44.561,43.5562,26.9259,15,12,,Conte di Campiano
1916,35.38 kr.,44.2671,47.0514,0,45.4486,,,,Castellani
1917,46.55 kr.,43.0476,34.6325,21.4068,40.3768,12.5,,,Caldora
1918,42.32 kr.,36.7015,41.7305,0.668825,66.7331,,,,Zonin
1919,125 kr.,47.0185,57.6218,6.48838,62.9501,14.5,,,Frescobaldi
1920,66.41 kr.,85,37.2203,30.7536,23.912,13,,,Zabu
1921,53.56 kr.,85,35.4545,32.6752,23.1394,,,,Verso
1922,187 kr.,67.5774,70.6834,5.74694,54.5429,14.5,0.7,5.2,Podere Sapaio
1923,36.86 kr.,36.2141,34.3888,1.67863,58.5513,,,,Cantina Tollo
1924,42.06 kr.,70.9774,40.0194,27.5738,25.764,,,,Cantine Pellegrino
1925,101.41 kr.,43.1351,54.3261,1.76161,66.0091,13,,,Ruffino
1926,81.58 kr.,66.9911,23.0099,43.1745,13.8193,,,,Giordano
1927,899 kr.,49.8681,44.1049,9.77708,48.7114,14.5,,,Fèlsina
1928,161.63 kr.,83.4284,46.0606,26.8905,27.5738,13.5,,,Donnafugata
1929,78.70 kr.,47.5999,39.5301,7.28763,47.45,0,,,Rocca di Montemassi
1930,62.16 kr.,84.8891,35.6199,35.4794,21.7658,13.5,9,6,Vigneti del Salento
1931,273.22 kr.,47.1456,58.538,8.34881,63.9093,,,,Bottega
1932,70.35 kr.,81.5945,36.4695,35.9736,25.5366,,,,Cantine due Palme
1933,144.73 kr.,51.0824,41.3284,4.3016,45.1728,14,,,Arcanum
1934,73.74 kr.,47.9409,45.2811,4.84628,46.7646,13.5,,,Capezzana
1935,65 kr.,63.0697,39.1946,21.4508,28.3581,,,,Costa Mezzana - Mediana
1936,195 kr.,51.0872,57.3385,8.5045,62.779,14,,,Banfi
1937,117.50 kr.,67.7423,22.0122,45.1742,11.2541,13.5,,,Leone de Castris
1938,52.09 kr.,43.2403,45.276,0,37.3182,,,,Tipici dell'Aretino
1939,149 kr.,85,46.0528,35.6545,25.0437,15,,,Apollonio
1940,192.92 kr.,73.3393,43.1891,23.8321,35.754,12.5,,,Occhipinti
1941,98 kr.,65.6538,41.4563,26.893,26.4854,13.5,5,5,Biscardo
1942,64.95 kr.,43.0985,36.0967,9.14549,40.8831,,,,Villa Cavallo
1943,174.84 kr.,84.709,23.4345,49.2225,27.5401,,,,Bolla
1944,223.46 kr.,54.8044,23.5542,1.8675,66.7567,14,,,Vietti
1945,125.88 kr.,53.7168,21.708,5.93526,64.5399,14.5,,,Vietti
1946,99.44 kr.,66.7383,36.6662,27.1876,24.7966,14,,,Montresor
1947,205 kr.,48.4536,42.8375,8.65399,46.9853,,,,Jacopo Biondi-Santi
1948,79 kr.,,,,,,,,Farnese
1949,109 kr.,79.358,39.0856,30.642,27.8851,,,,Schola Sarmenti
1950,66.29 kr.,44.1169,59.1877,2.33508,62.9494,0,,,Castello di Farnetella
1951,113.96 kr.,84.2551,34.1609,43.1639,21.5163,13.5,,,Nativ
1952,60 kr.,63.4812,19.9673,40.4728,13.0706,,,,Mauro
1953,94.86 kr.,42.6627,39.5257,1.26438,48.48,13.5,0,,Sassoregale
1954,97.46 kr.,60.4671,42.544,5.67958,34.0816,,,,Fantinel
1955,85.66 kr.,79.5332,39.5672,25.322,30.3785,0,,5,Donnafugata
1956,149 kr.,64.6673,79.0987,2.10899,85,14.5,,,San Silvestro
1957,262.04 kr.,83.002,48.2273,23.3919,31.2896,14,,,Mastroberardino
1958,45 kr.,66.247,37.8747,26.2685,33.7502,13.5,,,Settesoli
1959,28.39 kr.,33.6757,29.8023,19.1739,39.2403,,,,Tavernello
1960,135.86 kr.,38.1214,34.8858,6.52518,40.9739,,,,Villacardeto
1961,85 kr.,66.1735,21.6525,40.9807,12.3124,,,,San Marzano
1962,79 kr.,68.8087,18.1079,45.9807,8.76313,14.5,,,The Wanted
1963,55.74 kr.,62.9416,17.7311,48.2323,10.3908,,,,Doppio Passo
1964,59.95 kr.,80.2314,38.7455,32.7382,23.4454,,,,Villarini
1965,95.86 kr.,81.2212,41.4814,24.9097,27.4502,14.5,,,Taurino
1966,250 kr.,85,21.6459,48.752,23.0698,,,,Antiche Terre Venete
1967,159 kr.,66.9743,40.066,31.8501,26.0502,14,,,Tedeschi
1968,89.50 kr.,62.1485,34.5191,27.7756,22.8856,,,,Villa Annaberta
1969,375 kr.,44.581,39.3832,2.85387,42.6254,,,,Tenuta di Nozzole
1970,67.04 kr.,62.6401,39.2418,20.4114,29.3118,13,,,Mezzacorona
1971,50 kr.,64.0866,22.7786,39.4243,16.5626,,,,Cantolio
1972,98.32 kr.,37.5342,39.4916,6.90937,50.4907,12,,,Ampeleia
1973,75 kr.,45.147,29.5153,19.3688,53.3248,,,,Luigi Righetti
1974,85.33 kr.,52.6867,27.0063,47.1079,21.909,,,,Terra Rossa
1975,599 kr.,53.1225,44.4206,10.4372,45.4904,14.5,,,Tenuta Sette Ponti
1976,198 kr.,43.1397,38.1591,5.91557,43.6031,,,,Villa Puccini
1977,117 kr.,66.3094,38.6534,17.7551,24.8215,13.5,,,Zenato
1978,94 kr.,83.8533,41.7796,30.4428,28.2618,14.5,,,Cusumano
1979,104.28 kr.,47.1982,40.0875,2.24604,44.3894,13.5,,,Tolaini
1980,69.60 kr.,45.2029,56.561,2.38498,62.6596,13.5,,,Castelli del Grevepesa
1981,76.63 kr.,71.0218,24.3653,40.7969,13.3837,,,,Vecchia Torre
1982,75.82 kr.,62.6914,39.1222,50.8174,18.4109,,,,Stella Rosa
1983,178.02 kr.,77.4299,45.9303,23.3187,35.265,14,,,Girolamo Russo
1984,109.48 kr.,68.2016,17.0458,41.2041,9.50027,,,,Terre di Faiano
1985,96.74 kr.,62.1256,25.4389,47.1368,17.4847,,,,Borgo dei Mori
1986,82.30 kr.,53.4105,19.7233,18.7178,61.1247,,,,Ricossa
1987,84.91 kr.,51.1886,39.2269,9.3058,42.1211,14,,,Ciù Ciù
1988,65 kr.,83.1413,39.6292,31.8861,21.9464,,,,Raccolto
1989,89 kr.,78.7513,37.4136,31.873,27.9435,13.5,6,5,Cellaro
1990,52.84 kr.,84.0292,40.4306,36.2856,27.3457,13.5,,,Vigneti del Salento
1991,163.87 kr.,62.4771,64.6757,7.05448,83.3712,14,,,Roberto Sarotto
1992,115.45 kr.,45.1014,56.5558,5.04627,65.4562,,,,Rocca delle Macìe
1993,325 kr.,62.4808,75.2095,9.36489,82.0531,13.5,,,Travaglini
1994,75.88 kr.,64.3223,39.2699,45.5165,18.8599,5,,,Stella Rosa
1995,193.66 kr.,44.6344,55.259,4.87845,65.0109,13.5,,,Castello Nipozzano
1996,111.73 kr.,83.9418,41.6021,31.4416,26.0514,14.5,,,Barone Montalto
1997,76.72 kr.,36.239,37.38,4.17437,64.4273,,,,Cantina Zaccagnini
1998,36.47 kr.,75.5298,38.8417,16.2706,37.5218,,,,Nos
1999,223.46 kr.,68.037,27.2521,43.3645,18.7528,,,,Tenute Chiaromonte
2000,216.01 kr.,48.0279,53.2902,3.52606,59.8708,,,,Cantine Leonardo da Vinci
2001,159.64 kr.,45.6237,46.7117,16.936,46.9044,,,,Talenti
2002,140 kr.,57.8621,22.1778,42.0665,18.5,,,,Cantine due Palme
2003,114.02 kr.,47.6251,43.1413,2.99962,44.7792,14,,,Argiano
2004,24.75 kr.,48.5018,40.0418,17.3382,41.8782,,,,Berteletti
2005,80.70 kr.,61.6873,79.6279,0,84.9017,,,,Giacosa Fratelli
2006,101.97 kr.,45.8416,39.6055,3.2151,44.6805,14,,,Ruffino
2007,127.71 kr.,80.2251,37.5865,27.9359,25.4414,13.5,,,Vigneti del Vulture
2008,350 kr.,63.9727,37.9671,44.7781,21.1984,,,,Malvirà
2009,109 kr.,62.1909,34.6767,29,23.092,,,,Ca' del Sette
2010,200 kr.,50.7912,40.7403,6.17524,43.9443,13,,,Banfi
2011,75.69 kr.,37.222,28.75,15.0221,53.764,,,,Fasoli Gino
2012,379.73 kr.,52.6743,41.408,12.483,45.2409,14.5,,,Falesco
2013,446.62 kr.,60.6581,21.3281,6.44423,60.4331,,,,Hastae
2014,749.95 kr.,50.6159,58.9848,0,65.6936,,,,Poliziano
2015,460.32 kr.,78.8189,40.8247,29.7387,29.9962,,,,Capichera
2016,1042.80 kr.,45.3971,59.3446,5.88803,62.7814,14.5,,,Le Ragnaie
2017,417.12 kr.,70.5171,48.4844,22.9645,28.5885,,,,Moschioni
2018,573.17 kr.,70.321,42.6272,22.3107,18.4112,,,,Ansitz Waldgries
2019,1999 kr.,65.4277,73.0938,8.96875,74.5493,,,,Rocche dei Manzoni
2020,275.08 kr.,65.6198,70.4448,4.22742,85,14.5,,,Cocito
2021,495 kr.,63.3207,77.7543,0,81.5168,,,,Le Ginestre
2022,682 kr.,65.3802,84.5528,2.67547,85,,,,Aurelio Settimo
2023,1095 kr.,49.162,57.9179,5.43706,64.4676,14.5,,,Fattoria dei Barbi
2024,399 kr.,85,22.7203,55.1095,21.4195,15,,,Lenotti
2025,450 kr.,52.7328,43.3122,11.441,42.6872,14.5,1,5.7,Tolaini
2026,297.27 kr.,54.8694,38.699,15.695,42.544,14,,,La Braccesca
2027,535 kr.,67.1002,80.9141,10.5692,85,,,,Plozza
2028,1500 kr.,45.6415,37.9476,3.89483,43.1555,,,,Podere le Ripi
2029,669 kr.,63.2027,78.1168,2.52062,85,14.7,,,Virna
2030,819.34 kr.,58.3742,71.7162,6.15187,84.7216,14.5,,,Roagna
2031,567.73 kr.,62.5436,70.8786,10.0066,84.2219,14.5,,,Marchesi di Gresy
2032,484.16 kr.,61.0857,72.5367,5.01442,76.9728,,,,ARPEPE
2033,550.38 kr.,46.3265,55.9993,9.70229,63.0235,,,,La Gerla
2034,521.40 kr.,54.1643,43.6033,13.3821,47.1592,14.5,,,Monteverro
2035,5396.48 kr.,59.366,66.736,0.75385,85,13,,,Scarpa
2036,669.31 kr.,56.0894,69.1015,0.479358,85,14.7,,,Virna
2037,1601.44 kr.,59.0896,69.9315,4.08327,85,13.5,,,Roagna
2038,923.62 kr.,84.0705,47.7885,23.4808,25.2628,14,,,Joaquin
2039,998.11 kr.,57.4595,46.9815,18.8872,44.1883,,,,Montepeloso
2040,275 kr.,56.5658,18.0877,16.6228,68.1009,,,,Fattoria Cabanon
2041,1042.80 kr.,50.3903,40.9377,12.3068,47.2406,,,,Poggio Scalette
2042,353.81 kr.,53.5463,38.3975,10.7978,43.6409,14.5,,,Podere San Luigi
2043,974.62 kr.,67.6698,50.8476,20.0264,33.3486,13.5,,,Gravner
2044,420.84 kr.,61.1212,44.8775,10.6686,38.59,,,,Anselmet
2045,327.74 kr.,58.6887,59.6615,2.87452,64.2724,14.5,,,Boscarelli
2046,580.99 kr.,66.245,73.8403,1.83873,83.3443,,,,Brovia
2047,1199 kr.,60.7956,73.3708,6.02722,78.4697,,,,Rivetto
2048,400.58 kr.,76.9596,29.4162,47.8278,29.9431,,,,Villa Girardi
2049,368.70 kr.,47.9716,43.4462,11.2079,45.4662,14.5,,,San Giusto a Rentennano
2050,500 kr.,68.8378,81.6873,0,80.6317,,,,Gigi Rosso
2051,301.29 kr.,67.2548,41.2679,20.3855,29.0931,13.5,,,Terlan (Terlano)
2052,744.11 kr.,,,,,14,,,Tua Rita
2053,669.63 kr.,51.0717,46.7764,23.5128,45.6271,,,,Montepeloso
2054,372.43 kr.,50.9394,54.0305,4.35885,60.4865,0,,,Val di Suga
2055,1495 kr.,43.5175,62.6732,0,64.0493,15.5,,,San Filippo
2056,350 kr.,69.0199,83.0672,3.26244,85,,,,Plozza
2057,424.57 kr.,64.6821,72.0532,0,81.6075,,,,Josetta Saffirio
2058,263.68 kr.,85,22.8104,52.8348,24.2211,,,,Vaona
2059,429.04 kr.,66.9861,80.9506,0,85,,,,Cascina Ebreo
2060,495 kr.,53.89,54.2772,19.1546,41.3781,14.5,,,Tenuta di Trinoro
