,price,total_ratings,total_reviews,light-bold,smooth-tannic,dry-sweet,soft-acidic,alcohol_pct,residual_sugar_g/l,acidity_g/l,winery
759,1731.42 kr.,55,42.0,58.5329,47.9204,18.3688,47.0062,,,,Oasi degli Angeli
760,484.16 kr.,54,91.0,51.0193,56.3509,12.5429,64.0467,,,,Fanti
761,144.04 kr.,54,7.0,65.976,40.0582,5.57192,14.7671,,,,Tenute Falezza
762,3575.31 kr.,54,167.0,61.316,78.8191,17.7802,84.8636,14.5,,,Bruno Giacosa
763,1053.08 kr.,53,65.0,85.0,41.4452,26.7072,28.3055,,,,Quintodecimo
764,984.64 kr.,53,298.0,47.0839,53.7529,6.848510000000001,64.4732,,,,Poggio Antico
765,1153.37 kr.,53,224.0,46.1793,54.886,8.83103,62.8086,,,,La Fiorita
766,272.20 kr.,54,20.0,85.0,17.0833,48.4861,20.6319,,,,Corte Aleardi
767,699 kr.,52,45.0,83.90899999999998,30.2778,50.8596,24.7022,,,,Spinosa
768,700 kr.,52,2160.0,47.3573,58.2184,8.26174,63.5991,,,,Gaja
769,1117.28 kr.,52,421.0,68.12100000000001,45.2751,17.6451,26.9873,,,,Gaja
770,638.72 kr.,52,10.0,49.407,67.8837,11.8779,56.3721,14.5,,,Stella di Campalto
771,1005.56 kr.,52,62.0,57.4009,39.8412,0.0,43.1156,,,,Torciano
772,499 kr.,52,88.0,60.9092,81.6209,3.90129,82.3909,,,,Gagliasso
773,246.56 kr.,51,73.0,47.8739,58.1902,0.752185,62.7201,,,,Terralsole
774,236.56 kr.,51,190.0,51.9695,38.8241,4.26285,43.3215,,,,Torciano
775,560.88 kr.,51,43.0,58.3042,68.479,15.0131,81.4738,,,,Renato Corino
776,1739.02 kr.,50,140.0,58.7216,79.1455,10.8001,82.3411,,,,Giuseppe Rinaldi
777,847.38 kr.,51,91.0,82.5648,37.7228,32.7193,27.3909,,,,Taurino
778,1170.96 kr.,50,11.0,85.0,37.3248,34.0641,16.9872,,,,Antonio Ferrari
779,431.71 kr.,50,78.0,76.53699999999998,19.8672,52.4635,23.685,,,,Tommasi
780,699 kr.,50,4.0,67.8461,48.2115,5.0,31.1731,,,,I Campi
781,411.04 kr.,49,24.0,46.6081,36.9881,0.5674600000000001,42.9434,,,,Talosa
782,976.66 kr.,49,60.0,64.0151,47.1752,21.8348,29.9116,,,,Gravner
783,284.09 kr.,49,20.0,55.7044,48.1691,4.89834,46.2427,13.5,,,Colle Santa Mustiola
784,509 kr.,49,81.0,73.6104,19.565,36.2706,11.9618,,,,Schola Sarmenti
785,2500 kr.,49,519.0,63.0573,80.3868,10.7209,85.0,14.5,,,Gaja
786,364.98 kr.,49,391.0,51.5354,59.8849,5.80124,63.3093,,,,Val di Suga
787,275 kr.,49,36.0,85.0,22.7412,54.966,22.5406,,,,Corte Alta Fumane
788,500 kr.,49,297.0,45.6128,54.5742,8.99876,60.9801,,,,Sesti
789,379 kr.,49,36.0,83.8213,30.6675,50.3187,27.3428,,,,Corte Canella
790,1382.61 kr.,49,1.0,45.0,43.4091,0.0,42.7273,,,,Castorani
791,1462.19 kr.,48,6.0,27.3766,65.0728,0.0,66.9399,,,,Stella di Campalto
792,331.46 kr.,49,35.0,58.2438,59.2654,15.608,49.1806,,,,Romanelli
793,3053.91 kr.,48,301.0,58.4928,76.9472,8.39258,84.9511,,,,Bruno Giacosa
794,632.37 kr.,49,68.0,40.5985,25.4206,2.75493,40.8011,,,,Carlo Baccheschi Berti
795,551.52 kr.,48,33.0,52.0804,53.0573,4.47687,65.5275,,,,Poggio Rubino
796,160 kr.,48,58.0,66.4175,31.3877,46.5104,23.3936,,,,Fratelli Vogadori
797,644.79 kr.,48,317.0,70.3282,39.7069,29.784,25.1894,,,,Erbhof Unterganzner
798,279.20 kr.,48,15.0,45.033,35.3312,7.62437,45.2487,,,,Camperchi
799,245 kr.,47,4.0,67.7556,24.5722,42.5833,3.36666,,,,
800,620 kr.,47,81.0,85.0,33.4757,49.8743,25.0249,,,,Ferragù
801,422 kr.,47,34.0,84.1938,31.374,49.1512,25.2558,,,,Brunelli
802,709 kr.,47,64.0,67.9287,44.5608,33.2612,22.5596,,,,De Stefani
803,1005.56 kr.,47,18.0,67.2683,71.7332,11.3674,85.0,14.0,,,Bruno Rocca
804,252.51 kr.,47,43.0,60.6184,37.2976,19.8315,48.0439,,,,Ernesto Ruffo
805,1452.47 kr.,47,88.0,54.4951,71.5379,6.5892,80.3905,,,,Roagna
806,196.93 kr.,49,97.0,85.0,21.6816,52.0283,23.1937,,,,Domenico Fraccaroli
807,3314.98 kr.,46,536.0,64.4956,41.9199,19.0764,31.955,,,,Foradori
808,3595 kr.,46,100.0,51.2809,43.1345,11.9642,48.9864,,,,Antinori
809,499 kr.,46,882.0,45.7516,55.9738,8.11388,64.8369,,,,Ciacci Piccolomini d'Aragona
810,1824.90 kr.,46,333.0,53.4388,43.0031,19.8684,46.1474,,,,Tenuta di Trinoro
811,695 kr.,47,1.0,78.125,22.0,47.0,10.625,,,,Terre del Progno
812,368.70 kr.,46,30.0,46.3125,57.2443,14.858,63.643,,,,Scopeto del Cavalli
813,552.74 kr.,45,33.0,52.7951,61.4171,8.20732,63.1951,14.5,,,La Rasina
814,1772.01 kr.,45,202.0,44.5711,53.5505,8.93125,62.7966,14.0,,,Poggio di Sotto
815,300 kr.,45,26.0,85.0,35.2806,42.0663,25.4133,,,,Corte Aleardi
816,3351.85 kr.,45,100.0,38.366,40.9381,14.7677,66.4935,,,,Valentini
817,400 kr.,44,113.0,52.7289,46.1615,3.37486,46.5003,,,,Argiano
818,3165.64 kr.,44,84.0,60.6082,81.5542,4.07902,85.0,14.0,,,Mascarello Giuseppe e Figlio
819,701.58 kr.,44,37.0,65.2377,40.509,21.5689,26.7881,,,,Coppo
820,279.03 kr.,44,63.0,57.8499,48.9673,7.05872,49.9183,,,,Terre Margaritelli
821,4589.02 kr.,45,134.0,63.4713,81.2618,2.95058,85.0,,,,Gaja
822,3575.31 kr.,44,167.0,61.316,78.8191,17.7802,84.8636,,,,Bruno Giacosa
823,812.74 kr.,44,87.0,47.1985,51.9973,12.2291,64.3909,,,,San Felice
824,196.05 kr.,44,72.0,85.0,28.3489,37.893,25.6667,,,,Monteci
825,541.37 kr.,44,87.0,51.1554,62.3826,5.66924,62.0968,,,,Camigliano
826,411.04 kr.,43,78.0,76.53699999999998,19.8672,52.4635,23.685,12.5,,,Tommasi
827,4609.91 kr.,43,425.0,45.1328,57.4962,9.45539,61.6844,,,,Biondi-Santi
828,353.73 kr.,43,30.0,82.8239,40.9273,29.0386,36.5125,,,,Corte Figaretto
829,435.74 kr.,43,247.0,64.0095,77.0652,7.05006,76.8846,,,,Luigi Baudana
830,499 kr.,43,3809.0,46.9481,57.6829,4.89396,62.8616,,,,Col d'Orcia
831,713.54 kr.,43,158.0,55.3117,38.1623,15.1087,40.3613,,,,Tua Rita
832,1443.53 kr.,43,42.0,42.6233,55.9885,3.5609800000000003,64.6877,14.5,,,Isole e Olena
833,1700 kr.,43,237.0,61.3749,76.1638,13.6468,83.7053,,,,Vietti
834,,42,642.0,60.9828,76.766,11.0721,85.0,,,,Bruno Giacosa
835,1773.13 kr.,42,1475.0,83.075,24.4111,47.4617,24.4325,,,,Speri
836,47.43 kr.,42,8.0,59.8553,32.3289,31.6842,19.3947,,,,Ristorante Pie Nie
837,804.44 kr.,42,332.0,64.4085,79.9771,9.94904,82.9809,,,,Aldo Conterno
838,177.06 kr.,42,27.0,67.9324,40.3942,34.6149,17.6757,,,,San Giulio
839,200.68 kr.,41,13.0,79.6522,24.971,52.9275,22.5,,,,Carlo Zenegaglia
840,189 kr.,41,3668.0,68.9558,22.259,47.1057,11.1188,,,,San Marzano
841,375 kr.,41,25.0,46.6153,49.9951,0.0,65.6323,,,,Molinari Carlo
842,399.61 kr.,44,5.0,69.9677,38.7056,5.41935,19.6492,,,,Villa Contea
843,250 kr.,41,18.0,65.7268,37.8657,39.6759,22.875,,,,Fattoria Cabanon
844,145.70 kr.,41,26.0,70.1454,28.3449,24.244,31.1178,,,,Recchia
845,320 kr.,41,19.0,65.7949,67.0158,3.3640800000000004,67.9903,,,,Lodali
846,473.23 kr.,41,128.0,47.994,58.9426,8.288260000000001,65.5675,13.5,,,Gianni Brunelli
847,671.50 kr.,40,9.0,68.8246,52.655,29.2836,27.655,,,,Plozza
848,175.97 kr.,41,3.0,55.0,16.9,0.0,60.0,,,,Nizza Silvano
849,369.24 kr.,41,5.0,66.75,85.0,0.0,85.0,,,,Wongraven
850,753.97 kr.,40,11.0,72.1776,44.9508,29.2678,36.7801,,,,Spadafora
851,2449 kr.,40,6120.0,85.0,22.806,49.9394,22.9586,,,,Tommasi
852,8542.50 kr.,40,4.0,51.7727,34.6727,7.627269999999997,37.0727,13.5,,,Antinori
853,213.01 kr.,40,11.0,64.6351,17.5,40.7586,10.0431,,,,Attanasio
854,1750 kr.,40,73.0,82.4707,42.0506,20.6522,33.3888,,,,Frank Cornelissen
855,742.06 kr.,40,51.0,62.7792,74.1833,0.0,79.7707,,,,Oddero
856,610.04 kr.,40,307.0,60.2047,71.5009,9.85554,79.8835,,,,Cordero di Montezemolo
857,2472.50 kr.,40,91.0,61.2323,85.0,1.36384,85.0,,,,Gaja
858,2472.50 kr.,40,91.0,61.2323,85.0,1.36384,85.0,,,,Gaja
859,127.03 kr.,39,10.0,51.3182,36.0477,9.19091,51.7432,,,,I Tamasotti
860,510.54 kr.,39,25.0,41.5926,30.6829,1.46759,44.2894,,,,Tenuta Casanova
861,994.05 kr.,39,25.0,69.2548,84.7656,0.0,85.0,,,,Gaja
862,1200 kr.,39,753.0,63.5521,75.6073,12.719,80.3308,14.0,,,Sandrone
863,300 kr.,39,37.0,85.0,16.7152,50.0902,20.5142,,,,Accordini
864,123.89 kr.,38,123.0,68.1025,26.2578,42.0295,15.6065,,,,Emera
865,675.96 kr.,38,658.0,60.8472,68.8363,4.67265,84.0392,,,,Marchesi di Gresy
866,1064.12 kr.,38,292.0,48.5966,58.1729,11.7776,66.1322,13.5,,,Fuligni
867,2120.40 kr.,38,60.0,63.0206,66.8428,20.8437,84.4516,,,,Gaja
868,2449 kr.,37,6120.0,85.0,22.806,49.9394,22.9586,,,,Tommasi
869,550 kr.,37,473.0,62.4298,78.3278,6.07118,84.2307,14.5,,,Luigi Einaudi
870,556 kr.,37,107.0,85.0,24.3538,45.3361,27.7683,,,,Fasoli Gino
871,238.62 kr.,37,75.0,84.9768,45.1572,14.3879,35.1727,,,,Barone di Serramarrocco
872,516.53 kr.,37,17.0,85.0,18.7866,52.375,22.6164,,,,Menegolli
873,249 kr.,37,353.0,85.0,22.7854,48.46100000000001,20.7131,,,,Lenotti
874,375 kr.,37,82.0,65.917,36.4956,18.8562,25.5727,,,,Marion
875,655.47 kr.,37,39.0,85.0,26.5895,48.9978,19.3188,,,,Marchesi Fumanelli
876,1830.57 kr.,38,7.0,85.0,21.7377,50.6821,21.3827,,,,El Pendola
877,3516.55 kr.,37,199.0,85.0,19.5944,54.2639,20.8023,,,,Giusti
878,1288.60 kr.,37,225.0,51.6499,36.9315,18.8494,42.9193,,,,Podere Forte
879,1775.53 kr.,37,67.0,66.001,73.9735,11.4163,73.6418,14.5,,,Damilano
880,1156.39 kr.,37,39.0,77.2581,16.815,45.6634,25.7861,,,,Musella
881,2312.78 kr.,36,501.0,46.4198,59.468,11.0407,65.6479,,,,Gaja
882,259.70 kr.,36,18.0,45.3589,55.7005,10.4208,58.5396,,,,Castiglion del Bosco
883,4686.63 kr.,36,425.0,45.1328,57.4962,9.45539,61.6844,13.5,,,Biondi-Santi
884,378.10 kr.,36,13.0,68.207,44.9126,21.8374,23.8957,,,,Peter Sölva
885,337.93 kr.,36,52.0,84.7873,30.4917,50.6392,27.5554,,,,OnePiò Winery
886,1154.53 kr.,38,296.0,64.9278,80.2646,9.99388,84.4957,,,,Roberto Voerzio
887,3091.15 kr.,36,83.0,57.898,21.9718,14.9463,64.1713,,,,Roberto Voerzio
888,1700 kr.,36,237.0,61.3749,76.1638,13.6468,83.7053,,,,Vietti
889,499 kr.,35,882.0,45.7516,55.9738,8.11388,64.8369,,,,Ciacci Piccolomini d'Aragona
890,635.29 kr.,40,348.0,54.5575,43.6242,12.8375,46.3619,14.0,,,La Massa
891,560.88 kr.,35,43.0,58.3042,68.479,15.0131,81.4738,,,,Renato Corino
892,304.94 kr.,35,106.0,46.2288,57.2219,6.46546,62.7418,,,,Villa I Cipressi
893,672.50 kr.,35,386.0,82.9721,21.4917,54.5415,22.6438,,,,Guerrieri Rizzardi
894,334.52 kr.,35,26.0,62.3645,38.6084,30.3881,27.222,,,,Le Vigne di San Pietro
895,525 kr.,34,64.0,83.0526,21.4656,40.8045,24.6812,,,,Tenuta Chiccheri
896,878.93 kr.,34,25.0,79.9557,21.5796,52.9273,26.9245,,,,Villa Rinaldi
897,885.32 kr.,34,36.0,48.1276,61.3865,14.2423,68.0995,,,,La Poderina
898,2000 kr.,34,232.0,62.6872,77.7359,9.1899,85.0,,,,Aldo Conterno
899,169 kr.,34,39.0,45.2268,41.744,4.40121,44.813,,,,Cantina Vignaioli del Morellino di Scansano
900,528.77 kr.,34,992.0,85.0,24.138,51.0997,22.144,,,,Zenato
901,149 kr.,34,3941.0,72.3018,38.0739,28.5252,30.3428,,,,Farnese
902,538.49 kr.,32,15.0,42.5,61.6759,0.0,59.787,,,,Roberto Cipresso
903,532.66 kr.,34,30.0,50.3312,80.2511,0.0,82.8896,,,,E. Molino
904,341.53 kr.,34,7.0,33.8417,63.8444,7.96944,67.5,,,,Innocenti
905,643.06 kr.,34,107.0,85.0,23.3703,55.6077,22.5012,,,,L’Arco
906,419.35 kr.,34,959.0,45.9227,57.4248,8.058019999999999,63.6148,,,,Canalicchio di Sopra
907,537.51 kr.,33,56.0,67.2082,64.7082,5.64981,84.1795,,,,Giuseppe Rinaldi
908,462.52 kr.,33,35.0,40.3264,54.4479,0.0,68.09899999999999,,,,Il Paradiso di Frassina
909,159 kr.,33,258.0,45.9206,56.2481,2.91025,60.2447,,,,Castelli Martinozzi
910,2793.95 kr.,32,686.0,62.154,77.4562,7.85222,82.5543,14.0,,,Giacomo Conterno
911,4609.91 kr.,33,425.0,45.1328,57.4962,9.45539,61.6844,13.5,,,Biondi-Santi
912,,33,51.0,67.488,39.4503,5.25599,39.0702,,,,Giovanni Montisci
913,66.60 kr.,33,36.0,36.3159,31.4731,23.4771,50.8495,,,,Fratelli Vogadori
914,495.49 kr.,33,26.0,85.0,16.8738,49.6731,20.0364,,,,Cesare Righetti
915,570.41 kr.,33,500.0,63.5369,76.3347,7.192260000000001,82.9828,,,,Damilano
916,493.84 kr.,32,525.0,65.1632,75.8395,10.9284,83.9059,,,,Elio Grasso
917,277.26 kr.,32,63.0,55.7457,42.8772,34.4543,45.279,,,,Cantina Zaccagnini
918,10022.04 kr.,32,7839.0,61.8765,64.8046,10.8157,54.8693,,,,Tenuta San Guido
919,184.81 kr.,32,19.0,52.2677,35.6098,0.0,44.0189,,,,Villa La Ripa
920,288 kr.,32,496.0,66.7,48.3902,15.7357,35.0229,,,,La Stoppa
921,599 kr.,32,35.0,56.6898,43.4526,26.104,50.4361,,,,Cà dei Conti
922,422 kr.,32,34.0,84.1938,31.374,49.1512,25.2558,,,,Brunelli
923,209.03 kr.,36,28.0,43.1429,51.1607,3.77679,43.4643,,,,Tili
924,659.43 kr.,33,5.0,64.7328,37.6092,16.2155,25.0144,,,,Moletto
925,459 kr.,32,518.0,85.0,23.5656,49.9703,22.2813,,,,Stefano Accordini
926,94.31 kr.,32,21.0,61.9962,56.7125,5.24327,46.0567,,,,Cantine Rialto
927,879 kr.,32,1598.0,84.1716,25.1318,46.1561,25.2538,,,,Bertani
928,213.15 kr.,32,5.0,42.5,42.5,0.0,40.86,,,,Castello del Terriccio
929,445 kr.,32,472.0,85.0,22.9605,48.5944,23.7923,,,,Buglioni
930,149 kr.,32,3941.0,72.3018,38.0739,28.5252,30.3428,,,,Farnese
931,758.84 kr.,32,26.0,67.8142,66.9257,0.0,85.0,,,,Natale Verga
932,423.25 kr.,33,125.0,68.9828,37.8329,29.5,25.9717,,,,Garbole
933,430.79 kr.,31,25.0,54.9791,53.7015,11.2871,65.0447,,,,Cava d'Onice
934,625 kr.,31,2.0,85.0,22.38300000000001,33.0213,20.2287,,,,Corte San Benedetto
935,656.41 kr.,31,18.0,56.2774,85.0,0.0,85.0,,,,Rivetto
936,1046.42 kr.,31,87.0,44.6502,55.2196,2.81782,61.1819,,,,Tassi
937,1042.80 kr.,31,124.0,48.7323,55.1823,3.94292,63.4689,,,,Giodo
938,1003 kr.,31,183.0,78.1219,30.9351,52.0678,27.8978,,,,Stefano Accordini
939,2449 kr.,31,6120.0,85.0,22.806,49.9394,22.9586,,,,Tommasi
940,3399 kr.,32,928.0,85.0,28.1078,52.7147,22.1691,17.0,,,Dal Forno Romano
941,507.97 kr.,30,43.0,82.0122,42.8672,32.4025,29.4619,,,,Tenuta Iuzzolini
942,2295 kr.,31,356.0,62.558,40.774,20.2488,27.056,,,,Gaja
943,479.68 kr.,30,19.0,49.1107,61.0464,13.5536,60.5286,,,,Fuligni
944,,30,96.0,52.9564,57.1932,12.2137,62.2911,,,,Cupano
945,386.13 kr.,30,307.0,42.3834,29.137,23.5735,55.7181,,,,Monte del Frá
946,334.81 kr.,30,172.0,58.2737,24.2867,12.6734,66.286,,,,Vietti
947,5000 kr.,30,311.0,63.2969,79.502,11.1704,85.0,,,,Aldo Conterno
948,3538.07 kr.,30,83.0,57.898,21.9718,14.9463,64.1713,,,,Roberto Voerzio
949,540.02 kr.,30,143.0,48.7375,51.5695,6.52916,59.8758,,,,Altesino
950,522.17 kr.,30,44.0,65.9009,19.7208,38.1248,58.8424,,,,Luigi Spertino
